DBN,School Name,Cohort Year,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,% Asian Cohort,% Black Cohort,% Hispanic Cohort,% Native American Cohort,% Multi-Racial Cohort,% Female Cohort,% Male Cohort,% Econ Disadv Cohort,% Not Econ Disadv Cohort,% SWD Cohort,% Not SWD Cohort
19K404,ACADEMY FOR YOUNG WRITERS,2015,91.4,74.3,0.0,2.9,2.9,125.7,32.9,0.0,5.7,64.3,35.7,74.3,25.7,14.3,85.7
19K404,ACADEMY FOR YOUNG WRITERS,2014,87.7,64.6,0.0,4.6,1.5,83.1,20.0,0.0,3.1,61.5,38.5,73.8,26.2,20.0,80.0
19K404,ACADEMY FOR YOUNG WRITERS,2013,83.1,70.3,0.0,2.5,0.8,35.6,17.8,0.0,0.0,67.8,32.2,77.1,22.9,17.8,82.2
19K404,ACADEMY FOR YOUNG WRITERS,2012,88.7,70.4,0.0,1.4,0.0,78.9,23.9,2.8,0.0,66.2,33.8,63.4,36.6,14.1,85.9
19K404,ACADEMY FOR YOUNG WRITERS,2011,71.8,57.6,0.0,7.1,0.0,60.0,14.1,0.0,1.2,74.1,25.9,78.8,21.2,15.3,84.7
19K404,ACADEMY FOR YOUNG WRITERS,2010,70.7,58.7,0.0,10.7,0.0,74.7,33.3,1.3,1.3,80.0,20.0,72.0,28.0,16.0,84.0
19K404,ACADEMY FOR YOUNG WRITERS,2009,70.0,61.4,0.0,12.9,0.0,67.1,35.7,0.0,0.0,62.9,37.1,71.4,28.6,17.1,82.9
19K404,ACADEMY FOR YOUNG WRITERS,2008,85.7,85.7,1.4,11.4,0.0,70.0,28.6,0.0,0.0,77.1,22.9,72.9,27.1,11.4,88.6
19K404,ACADEMY FOR YOUNG WRITERS,2007,81.8,64.9,0.0,1.3,0.0,59.7,37.7,0.0,0.0,68.8,31.2,77.9,22.1,3.9,96.1
19K404,ACADEMY FOR YOUNG WRITERS,2006,76.9,57.7,0.0,3.8,0.0,30.8,67.9,0.0,0.0,59.0,41.0,69.2,30.8,7.7,92.3
19K409,EAST NEW YORK FAMILY ACADEMY,2017,98.5,90.9,0.0,0.0,1.5,77.3,15.2,6.1,0.0,51.5,48.5,89.4,10.6,18.2,81.8
19K409,EAST NEW YORK FAMILY ACADEMY,2016,91.4,72.4,12.1,3.4,6.9,60.3,31.0,0.0,0.0,58.6,41.4,77.6,22.4,17.2,82.8
19K409,EAST NEW YORK FAMILY ACADEMY,2015,93.2,74.6,1.7,0.0,3.4,69.5,23.7,0.0,0.0,49.2,50.8,74.6,25.4,23.7,76.3
19K409,EAST NEW YORK FAMILY ACADEMY,2014,70.2,63.2,0.0,5.3,5.3,68.4,36.8,0.0,0.0,43.9,56.1,84.2,15.8,24.6,75.4
19K409,EAST NEW YORK FAMILY ACADEMY,2013,88.9,74.6,15.9,0.0,1.6,68.3,36.5,0.0,0.0,55.6,44.4,77.8,22.2,19.0,81.0
19K409,EAST NEW YORK FAMILY ACADEMY,2012,86.2,79.3,1.7,0.0,5.2,93.1,51.7,3.4,0.0,48.3,51.7,55.2,44.8,6.9,93.1
19K409,EAST NEW YORK FAMILY ACADEMY,2011,82.4,80.9,2.9,0.0,1.5,67.6,19.1,0.0,0.0,50.0,50.0,69.1,30.9,2.9,97.1
19K409,EAST NEW YORK FAMILY ACADEMY,2010,76.4,74.5,1.8,0.0,1.8,60.0,30.9,0.0,0.0,54.5,45.5,85.5,14.5,5.5,94.5
19K409,EAST NEW YORK FAMILY ACADEMY,2009,75.4,73.8,3.3,1.6,1.6,57.4,19.7,0.0,0.0,63.9,36.1,86.9,13.1,3.3,96.7
19K409,EAST NEW YORK FAMILY ACADEMY,2008,74.6,73.2,8.5,5.6,0.0,47.9,35.2,0.0,0.0,57.7,42.3,88.7,11.3,7.0,93.0
19K409,EAST NEW YORK FAMILY ACADEMY,2007,83.6,76.1,9.0,4.5,0.0,62.7,22.4,0.0,0.0,49.3,50.7,80.6,19.4,9.0,91.0
19K409,EAST NEW YORK FAMILY ACADEMY,2006,79.1,65.9,6.6,3.3,0.0,48.4,25.3,1.1,0.0,58.2,41.8,73.6,26.4,14.3,85.7
19K409,EAST NEW YORK FAMILY ACADEMY,2005,80.6,72.6,21.0,4.8,0.0,58.1,27.4,3.2,0.0,59.7,40.3,88.7,11.3,4.8,95.2
19K409,EAST NEW YORK FAMILY ACADEMY,2004,81.7,61.7,1.7,0.0,0.0,65.0,33.3,0.0,0.0,61.7,38.3,68.3,31.7,6.7,93.3
19K409,EAST NEW YORK FAMILY ACADEMY,2003,72.5,45.1,0.0,2.0,0.0,94.1,39.2,2.0,0.0,56.9,43.1,66.7,33.3,3.9,96.1
19K409,EAST NEW YORK FAMILY ACADEMY,2002,67.3,0.0,0.0,12.2,0.0,77.6,46.9,0.0,0.0,57.1,42.9,87.8,12.2,14.3,85.7
19K409,EAST NEW YORK FAMILY ACADEMY,2001,64.7,1.5,0.0,8.8,0.0,75.0,22.1,0.0,0.0,52.9,47.1,97.1,2.9,8.8,91.2
19K420,FRANKLIN K LANE HS,2007,44.9,34.0,1.5,24.7,15.7,53.9,117.2,0.0,0.0,73.8,75.0,118.4,72.0,14.2,85.8
19K420,FRANKLIN K LANE HS,2006,38.3,26.1,5.1,23.5,11.7,34.6,84.0,0.4,0.0,65.0,63.0,101.8,32.0,13.6,86.4
19K420,FRANKLIN K LANE HS,2005,34.0,19.8,4.3,19.1,10.9,34.8,75.9,0.5,0.0,52.2,52.4,101.1,24.4,12.7,87.3
19K420,FRANKLIN K LANE HS,2004,28.9,16.5,3.0,28.6,14.1,37.8,74.0,0.6,0.0,59.2,60.8,118.9,12.4,15.4,84.6
19K420,FRANKLIN K LANE HS,2003,31.5,16.4,3.7,26.9,8.2,25.7,53.5,0.5,0.0,53.7,55.7,85.5,7.4,11.9,88.1
19K420,FRANKLIN K LANE HS,2002,34.6,18.9,1.7,25.8,0.0,0.0,0.1,0.0,0.0,41.4,43.5,0.0,0.1,8.8,91.2
19K420,FRANKLIN K LANE HS,2001,31.5,12.6,2.3,18.9,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.3,13.4,86.6
19K422,SPRING CREEK COMMUNITY SCHOOL,2017,83.9,83.9,0.0,3.2,3.2,79.0,12.9,1.6,0.0,46.8,53.2,75.8,24.2,12.9,87.1
19K422,SPRING CREEK COMMUNITY SCHOOL,2016,94.2,94.2,0.0,0.0,0.0,75.4,21.7,0.0,1.4,52.2,47.8,79.7,20.3,27.5,72.5
19K422,SPRING CREEK COMMUNITY SCHOOL,2015,90.8,80.0,0.0,3.1,0.0,67.7,26.2,0.0,6.2,49.2,50.8,76.9,23.1,24.6,75.4
19K435,THOMAS JEFFERSON HS,2003,43.0,0.0,0.0,28.8,1.0,78.0,26.2,0.0,0.0,47.9,52.4,68.0,32.0,12.0,88.3
19K435,THOMAS JEFFERSON HS,2002,32.3,10.0,1.6,28.1,0.0,0.3,1.0,0.0,0.0,53.5,51.9,81.0,19.0,15.2,90.3
19K435,THOMAS JEFFERSON HS,2001,24.5,0.0,0.0,24.8,0.0,0.0,0.3,0.0,0.0,0.0,0.3,74.9,25.1,0.3,0.0
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2017,73.6,73.6,7.5,18.9,1.9,86.8,22.6,1.9,0.0,11.3,88.7,86.8,13.2,32.1,67.9
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2016,78.3,61.7,3.3,3.3,1.7,108.3,40.0,0.0,0.0,31.7,68.3,76.7,23.3,28.3,71.7
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2015,81.5,70.4,5.6,13.0,1.9,64.8,33.3,1.9,0.0,25.9,74.1,77.8,22.2,24.1,75.9
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2014,67.8,60.0,1.1,11.1,1.1,40.0,16.7,0.0,0.0,26.7,73.3,76.7,23.3,23.3,76.7
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2013,69.6,55.4,0.0,16.1,3.6,121.4,35.7,1.8,0.0,25.0,75.0,75.0,25.0,28.6,71.4
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2012,79.2,62.3,0.0,9.4,3.8,130.2,37.7,0.0,0.0,24.5,75.5,73.6,26.4,35.8,64.2
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2011,68.8,57.8,0.0,12.5,1.6,115.6,18.8,0.0,0.0,23.4,76.6,92.2,7.8,31.2,68.8
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2010,64.1,55.4,1.1,13.0,0.0,40.2,14.1,2.2,0.0,22.8,77.2,85.9,14.1,25.0,75.0
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2009,55.1,50.6,0.0,13.5,0.0,42.7,18.0,0.0,0.0,12.4,87.6,69.7,30.3,19.1,80.9
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2008,72.5,62.6,0.0,18.7,0.0,54.9,14.3,0.0,0.0,19.8,80.2,74.7,25.3,20.9,79.1
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,59.4,40.6,2.0,25.7,0.0,64.4,22.8,1.0,0.0,26.7,73.3,68.3,31.7,15.8,84.2
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,55.2,29.9,4.6,23.0,0.0,100.0,16.1,0.0,0.0,23.0,77.0,69.0,31.0,17.2,82.8
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,54.9,15.7,0.0,15.7,0.0,77.5,21.6,0.0,0.0,34.3,65.7,71.6,28.4,16.7,83.3
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,50.0,23.5,0.0,10.3,0.0,82.4,16.2,0.0,1.5,32.4,67.6,75.0,25.0,13.2,86.8
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2003,0.0,0.0,0.0,33.3,0.0,83.3,16.7,0.0,0.0,33.3,66.7,33.3,66.7,16.7,83.3
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2017,73.8,73.8,6.6,23.0,1.6,77.0,19.7,1.6,0.0,37.7,62.3,77.0,23.0,21.3,78.7
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2016,74.6,65.7,3.0,13.4,3.0,59.7,34.3,0.0,0.0,47.8,52.2,71.6,28.4,22.4,77.6
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2015,56.7,37.3,1.5,22.4,3.0,95.5,40.3,3.0,0.0,49.3,50.7,83.6,16.4,34.3,65.7
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2014,44.8,31.3,0.0,25.0,1.0,66.7,18.8,1.0,0.0,35.4,64.6,76.0,24.0,22.9,77.1
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2013,55.3,44.7,1.2,20.0,1.2,105.9,31.8,0.0,0.0,44.7,55.3,68.2,31.8,17.6,82.4
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2012,47.4,38.5,1.3,10.3,5.1,111.5,17.9,2.6,0.0,41.0,59.0,59.0,41.0,25.6,74.4
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2011,32.7,29.8,0.0,13.5,1.9,101.0,31.7,0.0,0.0,49.0,51.0,81.7,18.3,31.7,68.3
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2010,37.5,29.2,0.0,20.0,0.8,75.8,22.5,0.8,0.0,45.8,54.2,72.5,27.5,32.5,67.5
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2009,43.0,38.3,0.9,18.7,0.9,59.8,15.0,0.9,0.0,48.6,51.4,72.9,27.1,13.1,86.9
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2008,46.1,41.1,0.0,15.6,0.0,34.0,11.3,1.4,0.0,42.6,57.4,71.6,28.4,19.1,80.9
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2007,62.8,43.8,2.5,12.4,0.0,51.2,13.2,0.0,0.0,48.8,51.2,61.2,38.8,16.5,83.5
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2006,59.5,45.9,4.5,10.8,0.0,68.5,22.5,0.0,0.0,53.2,46.8,71.2,28.8,13.5,86.5
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2005,60.0,44.2,2.1,10.5,0.0,92.6,22.1,0.0,1.1,47.4,52.6,76.8,23.2,6.3,93.7
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2004,42.2,32.5,2.4,18.1,0.0,86.7,25.3,0.0,1.2,55.4,44.6,74.7,25.3,19.3,80.7
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2003,0.0,0.0,0.0,21.4,0.0,78.6,21.4,0.0,0.0,57.1,42.9,57.1,42.9,28.6,71.4
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2002,0.0,0.0,0.0,33.3,0.0,83.3,16.7,0.0,0.0,33.3,66.7,0.0,100.0,16.7,83.3
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2017,86.7,86.7,18.7,10.7,1.3,56.0,37.3,2.7,0.0,62.7,37.3,92.0,8.0,20.0,80.0
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2016,77.7,75.7,3.9,2.9,1.9,57.3,38.8,1.0,0.0,56.3,43.7,80.6,19.4,20.4,79.6
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2015,91.3,72.8,0.0,5.4,1.1,70.7,28.3,0.0,0.0,65.2,34.8,93.5,6.5,22.8,77.2
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2014,80.4,52.2,0.0,5.4,3.3,64.1,31.5,1.1,0.0,53.3,46.7,91.3,8.7,19.6,80.4
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2013,49.5,44.3,0.0,6.2,1.0,84.5,27.8,0.0,1.0,54.6,45.4,87.6,12.4,23.7,76.3
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2012,72.2,63.0,0.0,5.6,0.9,73.1,15.7,1.9,0.0,63.9,36.1,89.8,10.2,18.5,81.5
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2011,57.5,53.8,4.7,5.7,0.9,93.4,19.8,0.0,0.0,47.2,52.8,84.0,16.0,17.9,82.1
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2010,57.7,50.5,4.5,13.5,0.0,70.3,15.3,0.0,0.9,36.9,63.1,89.2,10.8,20.7,79.3
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2009,59.0,53.0,2.0,17.0,0.0,83.0,25.0,0.0,0.0,61.0,39.0,89.0,11.0,17.0,83.0
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2008,62.0,60.3,0.0,21.5,0.0,73.6,14.0,0.0,0.0,48.8,51.2,73.6,26.4,17.4,82.6
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,53.3,39.0,1.0,21.9,0.0,73.3,23.8,1.0,0.0,51.4,48.6,74.3,25.7,19.0,81.0
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,68.5,51.4,0.0,8.1,0.0,79.3,18.9,1.8,0.0,58.6,41.4,74.8,25.2,16.2,83.8
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,70.2,50.0,0.0,5.3,0.0,75.5,20.2,2.1,1.1,70.2,29.8,77.7,22.3,8.5,91.5
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,76.3,71.1,3.9,5.3,0.0,84.2,15.8,0.0,0.0,67.1,32.9,73.7,26.3,6.6,93.4
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2003,0.0,0.0,0.0,11.1,0.0,44.4,55.6,0.0,0.0,44.4,55.6,55.6,44.4,11.1,88.9
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2017,70.9,70.9,3.6,23.6,1.8,67.3,21.8,5.5,0.0,45.5,54.5,90.9,9.1,23.6,76.4
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2016,67.2,63.9,1.6,23.0,6.6,67.2,23.0,0.0,0.0,52.5,47.5,88.5,11.5,19.7,80.3
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2015,69.4,59.7,4.2,13.9,2.8,70.8,23.6,1.4,1.4,66.7,33.3,84.7,15.3,11.1,88.9
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2014,73.2,62.5,14.3,8.9,7.1,78.6,12.5,1.8,0.0,60.7,39.3,89.3,10.7,26.8,73.2
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2013,60.6,56.1,3.0,21.2,4.5,66.7,25.8,0.0,0.0,51.5,48.5,83.3,16.7,25.8,74.2
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2012,73.9,63.8,8.7,15.9,1.4,98.6,21.7,2.9,0.0,55.1,44.9,82.6,17.4,26.1,73.9
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2011,60.2,56.8,6.8,10.2,2.3,97.7,15.9,1.1,0.0,59.1,40.9,81.8,18.2,21.6,78.4
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2010,50.0,44.3,0.0,14.2,1.9,75.5,19.8,0.0,0.0,68.9,31.1,84.9,15.1,16.0,84.0
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2009,58.7,53.8,1.0,8.7,1.0,78.8,13.5,0.0,0.0,59.6,40.4,89.4,10.6,18.3,81.7
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2008,60.2,55.3,0.0,13.6,1.0,77.7,13.6,0.0,0.0,66.0,34.0,78.6,21.4,16.5,83.5
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2007,63.9,39.2,0.0,8.2,1.0,66.0,13.4,0.0,2.1,62.9,37.1,82.5,17.5,22.7,77.3
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2006,24.2,6.3,0.0,8.4,3.2,88.4,8.4,0.0,1.1,60.0,40.0,76.8,23.2,29.5,70.5
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2005,63.0,32.1,4.9,11.1,0.0,67.9,14.8,2.5,0.0,72.8,27.2,80.2,19.8,12.3,87.7
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2004,68.4,45.9,8.2,7.1,0.0,94.9,9.2,2.0,0.0,79.6,20.4,71.4,28.6,8.2,91.8
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,2003,0.0,0.0,0.0,28.6,0.0,42.9,57.1,0.0,0.0,42.9,57.1,71.4,28.6,14.3,85.7
19K583,MULTICULTURAL HIGH SCHOOL,2017,86.1,86.1,22.2,8.3,0.0,1.4,98.6,0.0,0.0,52.8,47.2,94.4,5.6,2.8,97.2
19K583,MULTICULTURAL HIGH SCHOOL,2016,86.6,65.7,1.5,10.4,0.0,3.0,97.0,0.0,0.0,49.3,50.7,85.1,14.9,0.0,100.0
19K583,MULTICULTURAL HIGH SCHOOL,2015,77.8,58.7,1.6,11.1,0.0,1.6,168.3,0.0,1.6,52.4,47.6,90.5,9.5,1.6,98.4
19K583,MULTICULTURAL HIGH SCHOOL,2014,74.6,57.1,0.0,15.9,0.0,4.8,163.5,0.0,0.0,55.6,44.4,88.9,11.1,1.6,98.4
19K583,MULTICULTURAL HIGH SCHOOL,2013,62.0,48.0,0.0,24.0,0.0,0.0,124.0,0.0,0.0,52.0,48.0,82.0,18.0,0.0,100.0
19K583,MULTICULTURAL HIGH SCHOOL,2012,60.9,50.0,0.0,17.4,0.0,0.0,137.0,0.0,0.0,45.7,54.3,89.1,10.9,4.3,95.7
19K583,MULTICULTURAL HIGH SCHOOL,2011,47.8,47.8,0.0,37.7,0.0,0.0,71.0,0.0,0.0,43.5,56.5,88.4,11.6,1.4,98.6
19K583,MULTICULTURAL HIGH SCHOOL,2010,39.0,39.0,0.0,22.0,0.0,0.0,46.0,0.0,0.0,46.0,54.0,95.0,5.0,2.0,98.0
19K583,MULTICULTURAL HIGH SCHOOL,2009,24.1,24.1,0.0,27.8,0.0,0.0,63.9,0.0,0.0,49.1,50.9,85.2,14.8,0.0,100.0
19K583,MULTICULTURAL HIGH SCHOOL,2008,31.3,31.3,0.0,13.1,0.0,0.0,101.0,0.0,0.0,44.4,55.6,93.9,6.1,1.0,99.0
19K583,MULTICULTURAL HIGH SCHOOL,2007,50.9,33.0,0.0,13.2,0.0,0.0,93.4,0.0,0.0,56.6,43.4,84.9,15.1,1.9,98.1
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2017,86.4,85.6,81.1,3.0,4.5,62.9,25.8,4.5,0.8,15.2,84.8,75.0,25.0,22.0,78.0
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2016,77.2,77.2,72.1,3.7,5.1,51.5,38.2,2.9,0.7,18.4,81.6,74.3,25.7,19.9,80.1
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2015,67.6,55.3,1.2,7.6,4.7,62.9,26.5,1.8,1.2,18.8,81.2,74.1,25.9,25.3,74.7
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2014,68.8,61.3,1.5,7.5,1.5,59.8,36.2,0.5,0.0,11.1,88.9,78.9,21.1,27.6,72.4
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2013,63.8,55.7,1.0,9.5,8.6,64.3,22.9,1.4,0.0,13.3,86.7,72.9,27.1,26.2,73.8
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2012,65.4,61.0,0.4,8.1,7.7,57.7,30.9,2.0,0.4,13.4,86.6,71.1,28.9,19.9,80.1
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2011,54.6,50.7,0.0,6.6,6.1,65.1,27.5,0.0,0.0,14.4,85.6,68.6,31.4,17.0,83.0
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2010,51.7,47.9,0.0,9.9,5.3,69.6,22.8,0.4,0.0,14.8,85.2,72.2,27.8,17.5,82.5
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2009,61.1,54.9,4.4,10.5,3.6,70.9,23.3,0.4,0.0,18.9,81.1,74.9,25.1,16.7,83.3
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2008,63.5,59.9,2.1,12.6,3.3,71.3,24.3,0.3,0.0,18.9,81.1,100.0,0.0,13.8,86.2
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2007,76.1,65.8,2.5,3.9,5.0,67.8,25.6,0.8,0.0,21.9,78.1,99.4,0.6,12.8,87.2
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2006,65.3,53.5,17.3,7.2,4.6,69.7,22.0,0.9,0.0,19.7,80.3,99.1,0.9,11.8,88.2
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2005,66.7,51.2,26.8,6.8,5.2,67.2,26.8,0.5,0.0,22.3,77.7,78.2,21.8,14.4,85.6
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2004,61.1,38.0,22.6,9.1,5.7,63.7,29.1,0.6,0.0,20.0,80.0,80.9,19.1,13.7,86.3
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2003,69.2,43.8,15.7,9.1,5.1,65.9,28.1,0.6,0.0,23.0,77.0,75.2,24.8,12.1,87.9
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2002,63.1,42.6,3.5,7.1,4.3,63.8,28.0,0.4,0.0,21.3,78.7,83.3,16.7,8.9,91.1
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2001,69.6,41.6,11.9,4.9,2.1,74.8,20.3,0.0,0.0,18.5,81.5,94.1,5.9,14.3,85.7
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2017,89.7,89.7,25.2,3.7,4.7,36.4,54.2,0.9,0.9,21.5,78.5,83.2,16.8,18.7,81.3
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2016,89.4,77.9,19.2,2.9,7.7,41.3,40.4,1.9,4.8,12.5,87.5,81.7,18.3,24.0,76.0
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2015,92.2,77.8,7.8,3.3,3.3,44.4,48.9,0.0,1.1,21.1,78.9,85.6,14.4,18.9,81.1
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2014,78.9,71.6,7.4,6.3,3.2,38.9,51.6,2.1,2.1,16.8,83.2,88.4,11.6,25.3,74.7
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2013,71.6,61.4,8.0,12.5,8.0,40.9,44.3,1.1,1.1,23.9,76.1,76.1,23.9,20.5,79.5
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2012,71.3,62.1,5.7,4.6,6.9,55.2,35.6,0.0,2.3,20.7,79.3,82.8,17.2,27.6,72.4
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2011,70.2,62.3,7.0,6.1,7.9,47.4,43.0,0.0,0.9,20.2,79.8,71.9,28.1,19.3,80.7
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2010,59.1,54.5,6.8,5.7,8.0,35.2,53.4,1.1,0.0,36.4,63.6,81.8,18.2,21.6,78.4
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2009,44.1,41.4,2.7,8.1,9.9,36.9,50.5,0.9,0.0,25.2,74.8,80.2,19.8,20.7,79.3
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2008,58.3,55.3,2.9,4.9,5.8,35.9,52.4,0.0,0.0,42.7,57.3,75.7,24.3,15.5,84.5
19K639,BROOKLYN LAB SCHOOL,2017,97.3,97.3,12.3,2.7,19.2,27.4,49.3,0.0,0.0,47.9,52.1,87.7,12.3,12.3,87.7
19K639,BROOKLYN LAB SCHOOL,2016,86.4,84.1,5.7,6.8,18.2,15.9,56.8,3.4,0.0,46.6,53.4,87.5,12.5,13.6,86.4
19K639,BROOKLYN LAB SCHOOL,2015,65.3,32.0,0.0,20.0,13.3,25.3,52.0,2.7,1.3,46.7,53.3,88.0,12.0,25.3,74.7
19K639,BROOKLYN LAB SCHOOL,2014,61.3,42.5,2.5,16.3,11.2,28.7,56.2,1.2,0.0,42.5,57.5,83.8,16.2,16.2,83.8
