DBN,School Name,Cohort Year,Econ Disadv # Total Cohort,Econ Disadv # Grads,Econ Disadv % Grads,Econ Disadv # Total Regents,Econ Disadv % Total Regents of Cohort,Econ Disadv # Advanced Regents,Econ Disadv % Advanced Regents of Cohort,Econ Disadv # Dropout,Econ Disadv % Dropout,Not Econ Disadv # Total Cohort,Not Econ Disadv # Grads,Not Econ Disadv % Grads,Not Econ Disadv # Total Regents,Not Econ Disadv % Total Regents of Cohort,Not Econ Disadv # Advanced Regents,Not Econ Disadv % Advanced Regents of Cohort,Not Econ Disadv # Dropout,Not Econ Disadv % Dropout
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2016,102.0,95,93.1,95,93.1,36,35.3,1,1.0,35.0,29,82.9,29,82.9,6,17.1,3,8.6
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2015,130.0,95,73.1,84,64.6,21,16.2,9,6.9,43.0,38,88.4,33,76.7,5,11.6,2,4.7
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2014,117.0,90,76.9,81,69.2,14,12.0,9,7.7,47.0,39,83.0,33,70.2,11,23.4,4,8.5
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2013,116.0,94,81.0,87,75.0,14,12.1,7,6.0,41.0,35,85.4,33,80.5,8,19.5,2,4.9
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2012,101.0,78,77.2,76,75.2,11,10.9,8,7.9,58.0,43,74.1,38,65.5,7,12.1,1,1.7
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2011,96.0,69,71.9,67,69.8,13,13.5,3,3.1,55.0,39,70.9,36,65.5,6,10.9,3,5.5
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2010,109.0,85,78.0,81,74.3,21,19.3,5,4.6,57.0,42,73.7,40,70.2,2,3.5,3,5.3
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2009,77.0,49,63.6,43,55.8,6,7.8,6,7.8,76.0,48,63.2,44,57.9,7,9.2,10,13.2
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2008,75.0,48,64.0,44,58.7,12,16.0,11,14.7,97.0,69,71.1,62,63.9,14,14.4,12,12.4
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,81.0,47,58.0,42,51.9,10,12.3,9,11.1,96.0,70,72.9,61,63.5,18,18.8,9,9.4
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,137.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2005,133.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2004,150.0,85,56.7,66,44.0,29,19.3,22,14.7,,,,,,,,,
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2003,146.0,87,59.6,67,45.9,25,17.1,25,17.1,,,,,,,,,
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2002,121.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2001,118.0,79,66.9,65,55.1,21,17.8,17,14.4,14.0,2,14.3,1,7.1,0,0.0,11,78.6
21K728,LIBERATION DIPLOMA PLUS,2017,67.0,14,20.9,14,20.9,0,0.0,13,19.4,9.0,2,22.2,2,22.2,0,0.0,1,11.1
21K728,LIBERATION DIPLOMA PLUS,2016,74.0,11,14.9,10,13.5,0,0.0,3,4.1,6.0,1,16.7,1,16.7,0,0.0,0,0.0
21K728,LIBERATION DIPLOMA PLUS,2015,72.0,9,12.5,3,4.2,0,0.0,14,19.4,19.0,4,21.1,0,0.0,0,0.0,7,36.8
21K728,LIBERATION DIPLOMA PLUS,2014,55.0,15,27.3,7,12.7,0,0.0,5,9.1,9.0,3,33.3,1,11.1,0,0.0,2,22.2
21K728,LIBERATION DIPLOMA PLUS,2013,58.0,11,19.0,8,13.8,0,0.0,12,20.7,16.0,0,0.0,0,0.0,0,0.0,6,37.5
21K728,LIBERATION DIPLOMA PLUS,2012,57.0,9,15.8,9,15.8,0,0.0,12,21.1,12.0,0,0.0,0,0.0,0,0.0,5,41.7
21K728,LIBERATION DIPLOMA PLUS,2011,58.0,8,13.8,8,13.8,0,0.0,14,24.1,16.0,1,6.3,1,6.3,0,0.0,6,37.5
21K728,LIBERATION DIPLOMA PLUS,2010,53.0,4,7.5,4,7.5,0,0.0,12,22.6,15.0,4,26.7,4,26.7,0,0.0,4,26.7
21K728,LIBERATION DIPLOMA PLUS,2009,79.0,12,15.2,8,10.1,0,0.0,24,30.4,12.0,2,16.7,2,16.7,0,0.0,6,50.0
21K728,LIBERATION DIPLOMA PLUS,2008,74.0,15,20.3,13,17.6,0,0.0,12,16.2,13.0,1,7.7,1,7.7,0,0.0,9,69.2
21K728,LIBERATION DIPLOMA PLUS,2007,87.0,21,24.1,14,16.1,0,0.0,19,21.8,10.0,2,20.0,2,20.0,0,0.0,1,10.0
21K728,LIBERATION DIPLOMA PLUS,2006,55.0,15,27.3,7,12.7,0,0.0,6,10.9,10.0,2,20.0,0,0.0,0,0.0,2,20.0
21K728,LIBERATION DIPLOMA PLUS,2005,56.0,18,32.1,10,17.9,0,0.0,1,1.8,15.0,8,53.3,3,20.0,0,0.0,2,13.3
21K728,LIBERATION DIPLOMA PLUS,2004,37.0,2,5.4,1,2.7,0,0.0,0,0.0,13.0,0,0.0,0,0.0,0,0.0,0,0.0
21K728,LIBERATION DIPLOMA PLUS,2003,14.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2002,5.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
22K405,MIDWOOD HIGH SCHOOL,2017,752.0,707,94.0,707,94.0,538,71.5,2,0.3,242.0,226,93.4,226,93.4,191,78.9,1,0.4
22K405,MIDWOOD HIGH SCHOOL,2016,760.0,724,95.3,724,95.3,533,70.1,10,1.3,232.0,225,97.0,225,97.0,176,75.9,1,0.4
22K405,MIDWOOD HIGH SCHOOL,2015,768.0,699,91.0,677,88.2,450,58.6,14,1.8,232.0,215,92.7,208,89.7,154,66.4,5,2.2
22K405,MIDWOOD HIGH SCHOOL,2014,612.0,545,89.1,536,87.6,356,58.2,12,2.0,234.0,214,91.5,214,91.5,157,67.1,7,3.0
22K405,MIDWOOD HIGH SCHOOL,2013,626.0,545,87.1,525,83.9,332,53.0,14,2.2,305.0,273,89.5,270,88.5,176,57.7,8,2.6
22K405,MIDWOOD HIGH SCHOOL,2012,508.0,432,85.0,417,82.1,263,51.8,12,2.4,557.0,505,90.7,498,89.4,306,54.9,4,0.7
22K405,MIDWOOD HIGH SCHOOL,2011,390.0,343,87.9,338,86.7,210,53.8,8,2.1,417.0,380,91.1,378,90.6,239,57.3,8,1.9
22K405,MIDWOOD HIGH SCHOOL,2010,393.0,324,82.4,323,82.2,203,51.7,11,2.8,520.0,462,88.8,458,88.1,302,58.1,10,1.9
22K405,MIDWOOD HIGH SCHOOL,2009,443.0,351,79.2,339,76.5,193,43.6,16,3.6,542.0,442,81.5,434,80.1,251,46.3,16,3.0
22K405,MIDWOOD HIGH SCHOOL,2008,373.0,295,79.1,292,78.3,164,44.0,18,4.8,599.0,488,81.5,482,80.5,286,47.7,36,6.0
22K405,MIDWOOD HIGH SCHOOL,2007,390.0,322,82.6,308,79.0,212,54.4,7,1.8,542.0,450,83.0,434,80.1,272,50.2,26,4.8
22K405,MIDWOOD HIGH SCHOOL,2006,218.0,182,83.5,161,73.9,92,42.2,5,2.3,654.0,575,87.9,548,83.8,400,61.2,9,1.4
22K405,MIDWOOD HIGH SCHOOL,2005,138.0,103,74.6,91,65.9,51,37.0,3,2.2,655.0,549,83.8,492,75.1,317,48.4,20,3.1
22K405,MIDWOOD HIGH SCHOOL,2004,171.0,119,69.6,107,62.6,77,45.0,17,9.9,768.0,627,81.6,571,74.3,382,49.7,31,4.0
22K405,MIDWOOD HIGH SCHOOL,2003,257.0,219,85.2,197,76.7,137,53.3,11,4.3,684.0,515,75.3,472,69.0,336,49.1,37,5.4
22K405,MIDWOOD HIGH SCHOOL,2002,107.0,67,62.6,60,56.1,30,28.0,8,7.5,643.0,552,85.8,525,81.6,353,54.9,9,1.4
22K405,MIDWOOD HIGH SCHOOL,2001,127.0,88,69.3,66,52.0,46,36.2,10,7.9,742.0,593,79.9,544,73.3,384,51.8,29,3.9
22K425,JAMES MADISON HIGH SCHOOL,2017,762.0,653,85.7,653,85.7,443,58.1,22,2.9,232.0,209,90.1,209,90.1,153,65.9,7,3.0
22K425,JAMES MADISON HIGH SCHOOL,2016,634.0,545,86.0,544,85.8,276,43.5,45,7.1,215.0,195,90.7,195,90.7,96,44.7,8,3.7
22K425,JAMES MADISON HIGH SCHOOL,2015,661.0,516,78.1,492,74.4,163,24.7,41,6.2,217.0,162,74.7,159,73.3,59,27.2,22,10.1
22K425,JAMES MADISON HIGH SCHOOL,2014,616.0,482,78.2,449,72.9,152,24.7,30,4.9,203.0,174,85.7,168,82.8,77,37.9,18,8.9
22K425,JAMES MADISON HIGH SCHOOL,2013,557.0,443,79.5,416,74.7,138,24.8,27,4.8,196.0,153,78.1,148,75.5,57,29.1,26,13.3
22K425,JAMES MADISON HIGH SCHOOL,2012,553.0,434,78.5,414,74.9,136,24.6,33,6.0,201.0,148,73.6,142,70.6,58,28.9,35,17.4
22K425,JAMES MADISON HIGH SCHOOL,2011,444.0,344,77.5,331,74.5,132,29.7,30,6.8,270.0,206,76.3,195,72.2,63,23.3,27,10.0
22K425,JAMES MADISON HIGH SCHOOL,2010,475.0,332,69.9,315,66.3,136,28.6,44,9.3,322.0,237,73.6,227,70.5,76,23.6,34,10.6
22K425,JAMES MADISON HIGH SCHOOL,2009,518.0,353,68.1,341,65.8,148,28.6,55,10.6,306.0,211,69.0,205,67.0,66,21.6,47,15.4
22K425,JAMES MADISON HIGH SCHOOL,2008,556.0,378,68.0,361,64.9,138,24.8,48,8.6,224.0,140,62.5,138,61.6,58,25.9,47,21.0
22K425,JAMES MADISON HIGH SCHOOL,2007,424.0,302,71.2,277,65.3,104,24.5,29,6.8,302.0,176,58.3,161,53.3,60,19.9,57,18.9
22K425,JAMES MADISON HIGH SCHOOL,2006,518.0,379,73.2,335,64.7,141,27.2,41,7.9,558.0,334,59.9,304,54.5,104,18.6,108,19.4
22K425,JAMES MADISON HIGH SCHOOL,2005,371.0,262,70.6,229,61.7,112,30.2,32,8.6,554.0,347,62.6,297,53.6,115,20.8,95,17.1
22K425,JAMES MADISON HIGH SCHOOL,2004,250.0,164,65.6,123,49.2,65,26.0,32,12.8,812.0,537,66.1,425,52.3,174,21.4,117,14.4
22K425,JAMES MADISON HIGH SCHOOL,2003,323.0,234,72.4,195,60.4,93,28.8,54,16.7,696.0,418,60.1,350,50.3,169,24.3,121,17.4
22K425,JAMES MADISON HIGH SCHOOL,2002,250.0,141,56.4,123,49.2,53,21.2,44,17.6,768.0,506,65.9,462,60.2,216,28.1,114,14.8
22K425,JAMES MADISON HIGH SCHOOL,2001,190.0,126,66.3,107,56.3,60,31.6,34,17.9,752.0,466,62.0,405,53.9,211,28.1,153,20.3
22K495,SHEEPSHEAD BAY HS,2012,103.0,64,62.1,59,57.3,0,0.0,15,14.6,64.0,44,68.8,37,57.8,0,0.0,10,15.6
22K495,SHEEPSHEAD BAY HS,2011,173.0,89,51.4,86,49.7,8,4.6,20,11.6,97.0,47,48.5,46,47.4,2,2.1,21,21.6
22K495,SHEEPSHEAD BAY HS,2010,275.0,132,48.0,127,46.2,8,2.9,47,17.1,173.0,64,37.0,61,35.3,3,1.7,42,24.3
22K495,SHEEPSHEAD BAY HS,2009,305.0,119,39.0,112,36.7,9,3.0,40,13.1,216.0,79,36.6,74,34.3,3,1.4,43,19.9
22K495,SHEEPSHEAD BAY HS,2008,300.0,128,42.7,121,40.3,20,6.7,59,19.7,321.0,155,48.3,151,47.0,5,1.6,68,21.2
22K495,SHEEPSHEAD BAY HS,2007,299.0,162,54.2,124,41.5,19,6.4,59,19.7,320.0,189,59.1,166,51.9,16,5.0,71,22.2
22K495,SHEEPSHEAD BAY HS,2006,245.0,137,55.9,92,37.6,39,15.9,50,20.4,292.0,174,59.6,116,39.7,10,3.4,67,22.9
22K495,SHEEPSHEAD BAY HS,2005,232.0,122,52.6,70,30.2,22,9.5,42,18.1,438.0,232,53.0,112,25.6,11,2.5,92,21.0
22K495,SHEEPSHEAD BAY HS,2004,255.0,106,41.6,58,22.7,18,7.1,64,25.1,500.0,269,53.8,138,27.6,19,3.8,75,15.0
22K495,SHEEPSHEAD BAY HS,2003,271.0,156,57.6,87,32.1,34,12.5,39,14.4,500.0,215,43.0,127,25.4,32,6.4,85,17.0
22K495,SHEEPSHEAD BAY HS,2002,221.0,66,29.9,42,19.0,15,6.8,31,14.0,587.0,320,54.5,194,33.0,50,8.5,59,10.1
22K495,SHEEPSHEAD BAY HS,2001,151.0,77,51.0,37,24.5,16,10.6,21,13.9,505.0,225,44.6,119,23.6,51,10.1,79,15.6
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2017,115.0,103,89.6,103,89.6,89,77.4,0,0.0,125.0,119,95.2,119,95.2,107,85.6,1,0.8
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2016,134.0,125,93.3,125,93.3,104,77.6,4,3.0,128.0,126,98.4,126,98.4,107,83.6,1,0.8
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2015,120.0,113,94.2,109,90.8,90,75.0,0,0.0,115.0,112,97.4,107,93.0,88,76.5,1,0.9
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2014,117.0,109,93.2,106,90.6,92,78.6,0,0.0,148.0,136,91.9,134,90.5,107,72.3,0,0.0
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2013,144.0,134,93.1,131,91.0,105,72.9,0,0.0,127.0,121,95.3,115,90.6,94,74.0,2,1.6
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2012,109.0,100,91.7,99,90.8,71,65.1,2,1.8,156.0,152,97.4,152,97.4,95,60.9,0,0.0
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2011,103.0,97,94.2,95,92.2,76,73.8,0,0.0,149.0,141,94.6,140,94.0,91,61.1,0,0.0
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2010,96.0,86,89.6,85,88.5,58,60.4,1,1.0,144.0,134,93.1,133,92.4,90,62.5,0,0.0
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2009,101.0,93,92.1,92,91.1,64,63.4,0,0.0,146.0,138,94.5,136,93.2,91,62.3,0,0.0
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2008,96.0,94,97.9,93,96.9,67,69.8,0,0.0,171.0,165,96.5,165,96.5,118,69.0,2,1.2
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2007,101.0,97,96.0,93,92.1,64,63.4,2,2.0,161.0,154,95.7,153,95.0,112,69.6,3,1.9
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2006,61.0,58,95.1,57,93.4,43,70.5,2,3.3,192.0,186,96.9,183,95.3,152,79.2,4,2.1
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2005,78.0,64,82.1,55,70.5,45,57.7,2,2.6,135.0,116,85.9,106,78.5,62,45.9,3,2.2
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2004,44.0,34,77.3,30,68.2,21,47.7,3,6.8,215.0,183,85.1,164,76.3,89,41.4,10,4.7
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2003,40.0,32,80.0,26,65.0,0,0.0,1,2.5,164.0,137,83.5,118,72.0,3,1.8,8,4.9
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2002,17.0,13,76.5,8,47.1,0,0.0,0,0.0,173.0,137,79.2,68,39.3,0,0.0,9,5.2
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2001,19.0,16,84.2,9,47.4,0,0.0,3,15.8,153.0,111,72.5,69,45.1,0,0.0,8,5.2
22K555,BROOKLYN COLLEGE ACADEMY,2017,105.0,102,97.1,102,97.1,73,69.5,2,1.9,48.0,47,97.9,47,97.9,32,66.7,1,2.1
22K555,BROOKLYN COLLEGE ACADEMY,2016,99.0,96,97.0,89,89.9,52,52.5,0,0.0,52.0,52,100.0,52,100.0,31,59.6,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2015,105.0,104,99.0,99,94.3,51,48.6,0,0.0,50.0,50,100.0,48,96.0,25,50.0,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2014,94.0,93,98.9,83,88.3,27,28.7,0,0.0,48.0,48,100.0,46,95.8,28,58.3,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2013,98.0,95,96.9,94,95.9,32,32.7,0,0.0,47.0,46,97.9,46,97.9,17,36.2,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2012,100.0,95,95.0,95,95.0,35,35.0,0,0.0,47.0,46,97.9,46,97.9,14,29.8,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2011,107.0,104,97.2,104,97.2,43,40.2,0,0.0,47.0,46,97.9,46,97.9,25,53.2,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2010,84.0,84,100.0,84,100.0,41,48.8,0,0.0,52.0,52,100.0,50,96.2,22,42.3,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2008,67.0,62,92.5,61,91.0,16,23.9,2,3.0,64.0,58,90.6,57,89.1,19,29.7,2,3.1
22K555,BROOKLYN COLLEGE ACADEMY,2007,74.0,73,98.6,66,89.2,21,28.4,0,0.0,76.0,75,98.7,68,89.5,17,22.4,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2006,75.0,73,97.3,68,90.7,18,24.0,0,0.0,45.0,42,93.3,40,88.9,7,15.6,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2005,69.0,63,91.3,56,81.2,12,17.4,0,0.0,55.0,55,100.0,48,87.3,7,12.7,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2004,26.0,24,92.3,19,73.1,7,26.9,1,3.8,94.0,89,94.7,71,75.5,16,17.0,0,0.0
22K555,BROOKLYN COLLEGE ACADEMY,2003,33.0,29,87.9,21,63.6,8,24.2,1,3.0,105.0,90,85.7,79,75.2,20,19.0,1,1.0
22K555,BROOKLYN COLLEGE ACADEMY,2002,21.0,17,81.0,15,71.4,5,23.8,1,4.8,104.0,91,87.5,72,69.2,23,22.1,3,2.9
22K555,BROOKLYN COLLEGE ACADEMY,2001,21.0,17,81.0,11,52.4,3,14.3,1,4.8,100.0,85,85.0,58,58.0,16,16.0,1,1.0
22K555,BROOKLYN COLLEGE ACADEMY,2009,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2003,6.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2002,37.0,1,2.7,0,0.0,0,0.0,1,2.7,39.0,5,12.8,1,2.6,0,0.0,4,10.3
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2001,60.0,1,1.7,0,0.0,0,0.0,2,3.3,90.0,4,4.4,0,0.0,0,0.0,5,5.6
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2006,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2004,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
22K611,ORIGINS HIGH SCHOOL,2017,62.0,54,87.1,53,85.5,0,0.0,2,3.2,21.0,21,100.0,21,100.0,0,0.0,0,0.0
22K611,ORIGINS HIGH SCHOOL,2016,105.0,90,85.7,90,85.7,0,0.0,1,1.0,11.0,8,72.7,7,63.6,0,0.0,2,18.2
22K611,ORIGINS HIGH SCHOOL,2015,97.0,66,68.0,55,56.7,0,0.0,5,5.2,22.0,19,86.4,14,63.6,0,0.0,1,4.5
22K611,ORIGINS HIGH SCHOOL,2014,83.0,64,77.1,56,67.5,0,0.0,3,3.6,26.0,22,84.6,19,73.1,0,0.0,0,0.0
22K611,ORIGINS HIGH SCHOOL,2013,74.0,54,73.0,48,64.9,1,1.4,2,2.7,20.0,16,80.0,15,75.0,0,0.0,1,5.0
22K611,ORIGINS HIGH SCHOOL,2012,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2017,72.0,10,13.9,10,13.9,0,0.0,6,8.3,18.0,3,16.7,3,16.7,0,0.0,3,16.7
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2016,70.0,16,22.9,15,21.4,0,0.0,1,1.4,19.0,3,15.8,2,10.5,0,0.0,1,5.3
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2015,71.0,14,19.7,12,16.9,0,0.0,10,14.1,22.0,5,22.7,3,13.6,0,0.0,6,27.3
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2014,80.0,6,7.5,5,6.3,0,0.0,10,12.5,16.0,6,37.5,3,18.8,0,0.0,1,6.3
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2013,82.0,21,25.6,17,20.7,0,0.0,12,14.6,18.0,0,0.0,0,0.0,0,0.0,4,22.2
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2012,81.0,15,18.5,14,17.3,0,0.0,12,14.8,21.0,5,23.8,4,19.0,0,0.0,3,14.3
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2011,77.0,14,18.2,12,15.6,0,0.0,4,5.2,16.0,5,31.3,5,31.3,0,0.0,1,6.3
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2010,34.0,3,8.8,3,8.8,0,0.0,1,2.9,9.0,3,33.3,2,22.2,0,0.0,0,0.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2017,55.0,47,85.5,47,85.5,1,1.8,4,7.3,17.0,17,100.0,17,100.0,1,5.9,0,0.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2016,65.0,52,80.0,47,72.3,6,9.2,4,6.2,17.0,15,88.2,14,82.4,2,11.8,1,5.9
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2015,55.0,39,70.9,30,54.5,1,1.8,6,10.9,6.0,3,50.0,3,50.0,0,0.0,0,0.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2014,66.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2013,73.0,46,63.0,43,58.9,0,0.0,6,8.2,6.0,1,16.7,1,16.7,0,0.0,3,50.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2012,79.0,52,65.8,49,62.0,0,0.0,6,7.6,7.0,6,85.7,6,85.7,1,14.3,1,14.3
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2011,74.0,41,55.4,36,48.6,2,2.7,5,6.8,13.0,8,61.5,8,61.5,0,0.0,0,0.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2010,67.0,36,53.7,31,46.3,2,3.0,2,3.0,19.0,10,52.6,9,47.4,0,0.0,1,5.3
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2009,67.0,38,56.7,36,53.7,3,4.5,5,7.5,21.0,10,47.6,9,42.9,2,9.5,6,28.6
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2008,63.0,36,57.1,36,57.1,6,9.5,7,11.1,10.0,8,80.0,8,80.0,2,20.0,0,0.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2007,81.0,48,59.3,44,54.3,7,8.6,5,6.2,24.0,16,66.7,13,54.2,6,25.0,4,16.7
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2006,59.0,37,62.7,26,44.1,2,3.4,3,5.1,11.0,7,63.6,4,36.4,1,9.1,2,18.2
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2005,46.0,30,65.2,20,43.5,1,2.2,0,0.0,16.0,12,75.0,6,37.5,0,0.0,1,6.3
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2004,53.0,39,73.6,20,37.7,3,5.7,1,1.9,12.0,11,91.7,2,16.7,0,0.0,0,0.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2003,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,2002,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2017,23.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2016,21.0,18,85.7,18,85.7,0,0.0,3,14.3,6.0,5,83.3,5,83.3,0,0.0,1,16.7
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2015,33.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2014,57.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2013,76.0,52,68.4,42,55.3,2,2.6,14,18.4,6.0,2,33.3,2,33.3,0,0.0,4,66.7
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2012,58.0,34,58.6,31,53.4,0,0.0,10,17.2,14.0,6,42.9,5,35.7,0,0.0,5,35.7
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2011,61.0,31,50.8,27,44.3,2,3.3,7,11.5,19.0,13,68.4,13,68.4,1,5.3,1,5.3
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2010,77.0,36,46.8,32,41.6,3,3.9,5,6.5,15.0,10,66.7,10,66.7,1,6.7,2,13.3
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2009,63.0,31,49.2,28,44.4,3,4.8,10,15.9,19.0,13,68.4,13,68.4,1,5.3,2,10.5
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2008,79.0,42,53.2,39,49.4,6,7.6,8,10.1,,,,,,,,,
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2007,92.0,56,60.9,47,51.1,9,9.8,8,8.7,,,,,,,,,
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2006,92.0,65,70.7,45,48.9,8,8.7,6,6.5,,,,,,,,,
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2005,76.0,60,78.9,41,53.9,10,13.2,0,0.0,17.0,12,70.6,7,41.2,3,17.6,1,5.9
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2004,79.0,51,64.6,36,45.6,9,11.4,2,2.5,19.0,15,78.9,12,63.2,3,15.8,1,5.3
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2002,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
