DBN,School Name,Cohort Year,Econ Disadv # Total Cohort,Econ Disadv # Grads,Econ Disadv % Grads,Econ Disadv # Total Regents,Econ Disadv % Total Regents of Cohort,Econ Disadv # Advanced Regents,Econ Disadv % Advanced Regents of Cohort,Econ Disadv # Dropout,Econ Disadv % Dropout,Not Econ Disadv # Total Cohort,Not Econ Disadv # Grads,Not Econ Disadv % Grads,Not Econ Disadv # Total Regents,Not Econ Disadv % Total Regents of Cohort,Not Econ Disadv # Advanced Regents,Not Econ Disadv % Advanced Regents of Cohort,Not Econ Disadv # Dropout,Not Econ Disadv % Dropout
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2001,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
23K643,BROOKLYN DEMOCRACY ACADEMY,2017,57.0,15,26.3,15,26.3,0,0.0,5,8.8,7.0,0,0.0,0,0.0,0,0.0,1,14.3
23K643,BROOKLYN DEMOCRACY ACADEMY,2016,76.0,18,23.7,16,21.1,0,0.0,7,9.2,11.0,2,18.2,2,18.2,0,0.0,3,27.3
23K643,BROOKLYN DEMOCRACY ACADEMY,2015,64.0,14,21.9,7,10.9,0,0.0,14,21.9,17.0,2,11.8,1,5.9,0,0.0,2,11.8
23K643,BROOKLYN DEMOCRACY ACADEMY,2014,51.0,3,5.9,3,5.9,0,0.0,10,19.6,12.0,1,8.3,1,8.3,0,0.0,1,8.3
23K643,BROOKLYN DEMOCRACY ACADEMY,2013,54.0,12,22.2,11,20.4,0,0.0,3,5.6,23.0,0,0.0,0,0.0,0,0.0,1,4.3
23K643,BROOKLYN DEMOCRACY ACADEMY,2012,57.0,6,10.5,3,5.3,0,0.0,5,8.8,15.0,1,6.7,1,6.7,0,0.0,3,20.0
23K643,BROOKLYN DEMOCRACY ACADEMY,2011,50.0,8,16.0,5,10.0,0,0.0,10,20.0,15.0,1,6.7,0,0.0,0,0.0,4,26.7
23K643,BROOKLYN DEMOCRACY ACADEMY,2010,45.0,4,8.9,3,6.7,0,0.0,8,17.8,16.0,6,37.5,4,25.0,0,0.0,1,6.3
23K643,BROOKLYN DEMOCRACY ACADEMY,2009,64.0,12,18.8,11,17.2,0,0.0,11,17.2,22.0,0,0.0,0,0.0,0,0.0,7,31.8
23K643,BROOKLYN DEMOCRACY ACADEMY,2008,41.0,6,14.6,4,9.8,0,0.0,8,19.5,27.0,1,3.7,1,3.7,0,0.0,5,18.5
23K643,BROOKLYN DEMOCRACY ACADEMY,2007,65.0,8,12.3,4,6.2,0,0.0,11,16.9,24.0,4,16.7,1,4.2,0,0.0,5,20.8
23K643,BROOKLYN DEMOCRACY ACADEMY,2006,52.0,19,36.5,10,19.2,0,0.0,2,3.8,45.0,7,15.6,2,4.4,0,0.0,9,20.0
23K643,BROOKLYN DEMOCRACY ACADEMY,2005,33.0,3,9.1,3,9.1,0,0.0,1,3.0,23.0,0,0.0,0,0.0,0,0.0,3,13.0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2017,52.0,51,98.1,51,98.1,11,21.2,0,0.0,28.0,24,85.7,24,85.7,6,21.4,0,0.0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2016,71.0,61,85.9,60,84.5,6,8.5,3,4.2,26.0,23,88.5,22,84.6,4,15.4,0,0.0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2015,57.0,51,89.5,42,73.7,3,5.3,0,0.0,23.0,19,82.6,18,78.3,4,17.4,3,13.0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2014,73.0,64,87.7,52,71.2,1,1.4,1,1.4,17.0,15,88.2,14,82.4,1,5.9,1,5.9
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2013,51.0,34,66.7,31,60.8,3,5.9,0,0.0,21.0,13,61.9,12,57.1,1,4.8,0,0.0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2012,45.0,29,64.4,27,60.0,1,2.2,0,0.0,26.0,23,88.5,21,80.8,1,3.8,0,0.0
23K644,EAGLE ACADEMY FOR YOUNG MEN II,2011,39.0,36,92.3,32,82.1,2,5.1,1,2.6,19.0,17,89.5,14,73.7,1,5.3,0,0.0
23K645,EBCENY HS FOR PUBLIC SAFETY,2007,53.0,34,64.2,24,45.3,0,0.0,6,11.3,20.0,12,60.0,9,45.0,0,0.0,2,10.0
23K645,EBCENY HS FOR PUBLIC SAFETY,2006,65.0,41,63.1,28,43.1,1,1.5,7,10.8,28.0,11,39.3,5,17.9,0,0.0,7,25.0
23K645,EBCENY HS FOR PUBLIC SAFETY,2005,63.0,30,47.6,15,23.8,1,1.6,16,25.4,38.0,18,47.4,10,26.3,0,0.0,8,21.1
23K645,EBCENY HS FOR PUBLIC SAFETY,2004,57.0,32,56.1,14,24.6,2,3.5,11,19.3,49.0,23,46.9,10,20.4,0,0.0,10,20.4
23K645,EBCENY HS FOR PUBLIC SAFETY,2003,81.0,49,60.5,18,22.2,1,1.2,13,16.0,25.0,2,8.0,1,4.0,0,0.0,0,0.0
23K645,EBCENY HS FOR PUBLIC SAFETY,2002,49.0,13,26.5,3,6.1,0,0.0,4,8.2,43.0,25,58.1,5,11.6,0,0.0,8,18.6
23K645,EBCENY HS FOR PUBLIC SAFETY,2001,41.0,21,51.2,6,14.6,0,0.0,3,7.3,61.0,22,36.1,5,8.2,0,0.0,9,14.8
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2017,99.0,17,17.2,16,16.2,0,0.0,11,11.1,13.0,3,23.1,3,23.1,0,0.0,1,7.7
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2016,94.0,12,12.8,11,11.7,0,0.0,20,21.3,14.0,4,28.6,3,21.4,0,0.0,3,21.4
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2015,84.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2014,84.0,20,23.8,15,17.9,0,0.0,14,16.7,9.0,2,22.2,2,22.2,0,0.0,1,11.1
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2013,65.0,15,23.1,15,23.1,0,0.0,6,9.2,8.0,1,12.5,1,12.5,0,0.0,4,50.0
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2012,65.0,13,20.0,10,15.4,0,0.0,7,10.8,12.0,3,25.0,3,25.0,0,0.0,2,16.7
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2011,66.0,15,22.7,12,18.2,0,0.0,5,7.6,6.0,0,0.0,0,0.0,0,0.0,1,16.7
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2010,67.0,16,23.9,14,20.9,0,0.0,5,7.5,12.0,7,58.3,6,50.0,0,0.0,1,8.3
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2009,77.0,15,19.5,13,16.9,0,0.0,14,18.2,11.0,5,45.5,4,36.4,0,0.0,3,27.3
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2008,97.0,20,20.6,16,16.5,0,0.0,21,21.6,11.0,3,27.3,3,27.3,0,0.0,3,27.3
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2007,68.0,21,30.9,14,20.6,0,0.0,14,20.6,23.0,6,26.1,4,17.4,0,0.0,4,17.4
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2006,71.0,16,22.5,10,14.1,0,0.0,9,12.7,26.0,6,23.1,1,3.8,0,0.0,7,26.9
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2005,39.0,3,7.7,2,5.1,0,0.0,2,5.1,16.0,3,18.8,3,18.8,0,0.0,0,0.0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2017,40.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2016,38.0,22,57.9,22,57.9,0,0.0,3,7.9,8.0,6,75.0,6,75.0,0,0.0,0,0.0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2015,59.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2014,49.0,33,67.3,26,53.1,2,4.1,0,0.0,9.0,7,77.8,7,77.8,2,22.2,0,0.0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2013,53.0,34,64.2,32,60.4,1,1.9,6,11.3,12.0,8,66.7,8,66.7,1,8.3,1,8.3
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2012,69.0,48,69.6,46,66.7,9,13.0,5,7.2,22.0,11,50.0,11,50.0,0,0.0,4,18.2
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2011,63.0,37,58.7,35,55.6,5,7.9,6,9.5,20.0,14,70.0,14,70.0,2,10.0,3,15.0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2010,73.0,45,61.6,45,61.6,12,16.4,9,12.3,22.0,16,72.7,15,68.2,3,13.6,3,13.6
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2009,76.0,47,61.8,45,59.2,10,13.2,5,6.6,19.0,14,73.7,12,63.2,2,10.5,0,0.0
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2008,98.0,73,74.5,67,68.4,16,16.3,7,7.1,,,,,,,,,
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2007,91.0,60,65.9,58,63.7,16,17.6,3,3.3,,,,,,,,,
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2006,97.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2005,91.0,71,78.0,58,63.7,16,17.6,1,1.1,30.0,18,60.0,13,43.3,3,10.0,4,13.3
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2004,72.0,59,81.9,37,51.4,9,12.5,2,2.8,22.0,17,77.3,15,68.2,3,13.6,2,9.1
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2003,60.0,50,83.3,24,40.0,6,10.0,5,8.3,18.0,6,33.3,4,22.2,3,16.7,5,27.8
23K697,TEACHERS PREPARATORY HIGH SCHOOL,2002,53.0,43,81.1,36,67.9,8,15.1,2,3.8,17.0,11,64.7,9,52.9,2,11.8,0,0.0
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,2017,64.0,49,76.6,49,76.6,0,0.0,5,7.8,6.0,5,83.3,5,83.3,0,0.0,0,0.0
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,2016,55.0,41,74.5,41,74.5,0,0.0,3,5.5,7.0,5,71.4,5,71.4,0,0.0,2,28.6
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,2015,66.0,48,72.7,45,68.2,0,0.0,7,10.6,9.0,2,22.2,1,11.1,0,0.0,4,44.4
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,2014,78.0,47,60.3,46,59.0,0,0.0,13,16.7,12.0,2,16.7,2,16.7,0,0.0,10,83.3
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,2013,54.0,37,68.5,36,66.7,0,0.0,5,9.3,16.0,4,25.0,4,25.0,0,0.0,8,50.0
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,2012,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2017,154.0,149,96.8,149,96.8,91,59.1,0,0.0,36.0,34,94.4,34,94.4,18,50.0,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2016,134.0,130,97.0,130,97.0,89,66.4,0,0.0,23.0,23,100.0,23,100.0,18,78.3,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2015,109.0,101,92.7,101,92.7,59,54.1,2,1.8,39.0,39,100.0,39,100.0,22,56.4,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2014,103.0,97,94.2,97,94.2,49,47.6,0,0.0,25.0,23,92.0,23,92.0,15,60.0,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2013,113.0,105,92.9,105,92.9,65,57.5,0,0.0,27.0,25,92.6,25,92.6,13,48.1,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2012,97.0,88,90.7,88,90.7,44,45.4,1,1.0,27.0,25,92.6,25,92.6,17,63.0,1,3.7
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2011,106.0,98,92.5,98,92.5,65,61.3,0,0.0,17.0,16,94.1,16,94.1,9,52.9,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2010,89.0,82,92.1,82,92.1,40,44.9,0,0.0,26.0,23,88.5,23,88.5,12,46.2,1,3.8
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2009,84.0,74,88.1,74,88.1,42,50.0,0,0.0,25.0,21,84.0,21,84.0,11,44.0,2,8.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2008,75.0,69,92.0,69,92.0,46,61.3,1,1.3,28.0,25,89.3,25,89.3,15,53.6,2,7.1
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2007,92.0,79,85.9,77,83.7,44,47.8,2,2.2,25.0,22,88.0,21,84.0,14,56.0,0,0.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2006,64.0,59,92.2,58,90.6,36,56.3,0,0.0,26.0,22,84.6,21,80.8,9,34.6,2,7.7
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2005,66.0,59,89.4,56,84.8,23,34.8,1,1.5,18.0,14,77.8,14,77.8,4,22.2,1,5.6
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2004,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2017,63.0,63,100.0,63,100.0,49,77.8,0,0.0,20.0,19,95.0,19,95.0,14,70.0,1,5.0
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2016,77.0,69,89.6,69,89.6,10,13.0,3,3.9,19.0,14,73.7,14,73.7,2,10.5,2,10.5
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2015,57.0,54,94.7,52,91.2,11,19.3,1,1.8,24.0,23,95.8,22,91.7,3,12.5,0,0.0
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2014,76.0,61,80.3,58,76.3,5,6.6,2,2.6,23.0,19,82.6,19,82.6,6,26.1,1,4.3
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2013,64.0,55,85.9,52,81.3,15,23.4,0,0.0,17.0,10,58.8,8,47.1,3,17.6,1,5.9
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2012,85.0,69,81.2,68,80.0,24,28.2,0,0.0,23.0,17,73.9,16,69.6,4,17.4,3,13.0
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2011,79.0,67,84.8,67,84.8,20,25.3,3,3.8,22.0,16,72.7,16,72.7,5,22.7,5,22.7
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2010,71.0,48,67.6,44,62.0,10,14.1,4,5.6,29.0,18,62.1,17,58.6,3,10.3,4,13.8
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2009,54.0,41,75.9,37,68.5,8,14.8,3,5.6,32.0,23,71.9,19,59.4,9,28.1,1,3.1
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2008,44.0,34,77.3,33,75.0,5,11.4,2,4.5,19.0,12,63.2,11,57.9,0,0.0,2,10.5
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2007,72.0,48,66.7,39,54.2,5,6.9,2,2.8,23.0,15,65.2,13,56.5,1,4.3,2,8.7
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2006,83.0,66,79.5,56,67.5,13,15.7,2,2.4,18.0,15,83.3,12,66.7,2,11.1,1,5.6
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2005,73.0,53,72.6,31,42.5,8,11.0,1,1.4,40.0,35,87.5,25,62.5,9,22.5,1,2.5
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,2004,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q293,CIVIC LEADERSHIP ACADEMY,2017,127.0,112,88.2,112,88.2,53,41.7,1,0.8,16.0,14,87.5,14,87.5,6,37.5,0,0.0
24Q293,CIVIC LEADERSHIP ACADEMY,2016,114.0,102,89.5,102,89.5,34,29.8,5,4.4,20.0,19,95.0,19,95.0,5,25.0,0,0.0
24Q293,CIVIC LEADERSHIP ACADEMY,2015,91.0,84,92.3,79,86.8,7,7.7,5,5.5,27.0,24,88.9,22,81.5,0,0.0,2,7.4
24Q293,CIVIC LEADERSHIP ACADEMY,2014,100.0,94,94.0,90,90.0,37,37.0,2,2.0,22.0,18,81.8,18,81.8,5,22.7,2,9.1
24Q293,CIVIC LEADERSHIP ACADEMY,2013,98.0,94,95.9,92,93.9,24,24.5,1,1.0,18.0,15,83.3,15,83.3,2,11.1,1,5.6
24Q293,CIVIC LEADERSHIP ACADEMY,2012,75.0,68,90.7,67,89.3,12,16.0,5,6.7,37.0,33,89.2,31,83.8,6,16.2,0,0.0
24Q293,CIVIC LEADERSHIP ACADEMY,2011,85.0,76,89.4,73,85.9,22,25.9,5,5.9,36.0,28,77.8,28,77.8,8,22.2,2,5.6
24Q293,CIVIC LEADERSHIP ACADEMY,2010,63.0,52,82.5,51,81.0,14,22.2,4,6.3,23.0,17,73.9,17,73.9,3,13.0,3,13.0
24Q293,CIVIC LEADERSHIP ACADEMY,2009,70.0,57,81.4,56,80.0,14,20.0,5,7.1,43.0,37,86.0,36,83.7,5,11.6,4,9.3
24Q293,CIVIC LEADERSHIP ACADEMY,2008,72.0,58,80.6,58,80.6,13,18.1,4,5.6,33.0,25,75.8,25,75.8,5,15.2,1,3.0
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2017,95.0,89,93.7,88,92.6,0,0.0,6,6.3,7.0,6,85.7,5,71.4,0,0.0,1,14.3
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2016,74.0,69,93.2,65,87.8,0,0.0,3,4.1,26.0,20,76.9,20,76.9,0,0.0,5,19.2
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2015,125.0,99,79.2,94,75.2,0,0.0,9,7.2,21.0,13,61.9,12,57.1,0,0.0,6,28.6
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2014,82.0,72,87.8,64,78.0,0,0.0,2,2.4,12.0,7,58.3,7,58.3,0,0.0,3,25.0
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2013,85.0,77,90.6,76,89.4,0,0.0,2,2.4,13.0,6,46.2,6,46.2,0,0.0,5,38.5
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2012,62.0,50,80.6,50,80.6,0,0.0,6,9.7,8.0,1,12.5,1,12.5,0,0.0,7,87.5
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2011,76.0,51,67.1,50,65.8,0,0.0,6,7.9,14.0,9,64.3,9,64.3,0,0.0,5,35.7
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2010,55.0,29,52.7,29,52.7,0,0.0,8,14.5,10.0,1,10.0,1,10.0,0,0.0,4,40.0
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2009,73.0,30,41.1,30,41.1,0,0.0,6,8.2,17.0,3,17.6,3,17.6,0,0.0,7,41.2
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2008,82.0,36,43.9,34,41.5,0,0.0,6,7.3,17.0,4,23.5,4,23.5,0,0.0,3,17.6
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2007,57.0,27,47.4,18,31.6,1,1.8,6,10.5,23.0,7,30.4,6,26.1,0,0.0,7,30.4
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2006,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2017,75.0,70,93.3,70,93.3,0,0.0,0,0.0,85.0,84,98.8,84,98.8,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2016,63.0,62,98.4,62,98.4,0,0.0,0,0.0,89.0,89,100.0,89,100.0,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2015,56.0,54,96.4,54,96.4,0,0.0,0,0.0,85.0,83,97.6,83,97.6,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2014,64.0,63,98.4,63,98.4,0,0.0,0,0.0,87.0,87,100.0,87,100.0,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2013,57.0,56,98.2,56,98.2,0,0.0,0,0.0,86.0,86,100.0,86,100.0,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2012,59.0,56,94.9,56,94.9,0,0.0,0,0.0,95.0,94,98.9,94,98.9,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2011,77.0,76,98.7,76,98.7,0,0.0,0,0.0,93.0,88,94.6,88,94.6,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2010,63.0,62,98.4,62,98.4,0,0.0,0,0.0,67.0,66,98.5,66,98.5,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2009,60.0,56,93.3,56,93.3,0,0.0,0,0.0,80.0,77,96.3,77,96.3,0,0.0,1,1.3
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2008,98.0,98,100.0,98,100.0,0,0.0,0,0.0,80.0,80,100.0,80,100.0,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2007,33.0,30,90.9,30,90.9,1,3.0,0,0.0,22.0,21,95.5,21,95.5,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2006,25.0,24,96.0,24,96.0,0,0.0,0,0.0,25.0,24,96.0,24,96.0,0,0.0,0,0.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2005,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q455,NEWTOWN HIGH SCHOOL,2017,331.0,232,70.1,232,70.1,118,35.6,28,8.5,132.0,89,67.4,89,67.4,48,36.4,22,16.7
24Q455,NEWTOWN HIGH SCHOOL,2016,340.0,257,75.6,257,75.6,88,25.9,32,9.4,93.0,60,64.5,60,64.5,17,18.3,16,17.2
24Q455,NEWTOWN HIGH SCHOOL,2015,402.0,284,70.6,272,67.7,45,11.2,33,8.2,110.0,63,57.3,62,56.4,8,7.3,24,21.8
24Q455,NEWTOWN HIGH SCHOOL,2014,511.0,364,71.2,345,67.5,48,9.4,24,4.7,129.0,68,52.7,65,50.4,9,7.0,31,24.0
24Q455,NEWTOWN HIGH SCHOOL,2013,371.0,261,70.4,249,67.1,34,9.2,30,8.1,124.0,52,41.9,45,36.3,0,0.0,32,25.8
24Q455,NEWTOWN HIGH SCHOOL,2012,291.0,213,73.2,205,70.4,22,7.6,34,11.7,112.0,53,47.3,46,41.1,0,0.0,29,25.9
24Q455,NEWTOWN HIGH SCHOOL,2011,313.0,197,62.9,188,60.1,22,7.0,37,11.8,140.0,60,42.9,57,40.7,4,2.9,30,21.4
24Q455,NEWTOWN HIGH SCHOOL,2010,455.0,272,59.8,253,55.6,41,9.0,52,11.4,171.0,72,42.1,64,37.4,6,3.5,41,24.0
24Q455,NEWTOWN HIGH SCHOOL,2009,541.0,308,56.9,283,52.3,57,10.5,37,6.8,206.0,71,34.5,60,29.1,6,2.9,51,24.8
24Q455,NEWTOWN HIGH SCHOOL,2008,432.0,305,70.6,289,66.9,61,14.1,37,8.6,264.0,136,51.5,127,48.1,11,4.2,55,20.8
24Q455,NEWTOWN HIGH SCHOOL,2007,439.0,297,67.7,239,54.4,59,13.4,44,10.0,366.0,162,44.3,130,35.5,13,3.6,77,21.0
24Q455,NEWTOWN HIGH SCHOOL,2006,430.0,240,55.8,171,39.8,70,16.3,40,9.3,343.0,142,41.4,88,25.7,18,5.2,85,24.8
24Q455,NEWTOWN HIGH SCHOOL,2005,390.0,219,56.2,131,33.6,70,17.9,64,16.4,490.0,222,45.3,119,24.3,54,11.0,106,21.6
24Q455,NEWTOWN HIGH SCHOOL,2004,476.0,224,47.1,145,30.5,79,16.6,109,22.9,396.0,177,44.7,105,26.5,55,13.9,71,17.9
24Q455,NEWTOWN HIGH SCHOOL,2003,792.0,446,56.3,277,35.0,139,17.6,211,26.6,252.0,0,0.0,0,0.0,0,0.0,9,3.6
24Q455,NEWTOWN HIGH SCHOOL,2002,867.0,425,49.0,275,31.7,86,9.9,164,18.9,117.0,0,0.0,0,0.0,0,0.0,20,17.1
24Q455,NEWTOWN HIGH SCHOOL,2001,818.0,391,47.8,260,31.8,73,8.9,118,14.4,71.0,5,7.0,2,2.8,0,0.0,54,76.1
24Q485,GROVER CLEVELAND HIGH SCHOOL,2017,294.0,204,69.4,204,69.4,52,17.7,13,4.4,113.0,81,71.7,80,70.8,33,29.2,8,7.1
24Q485,GROVER CLEVELAND HIGH SCHOOL,2016,334.0,214,64.1,214,64.1,57,17.1,28,8.4,123.0,86,69.9,86,69.9,19,15.4,11,8.9
24Q485,GROVER CLEVELAND HIGH SCHOOL,2015,319.0,177,55.5,157,49.2,27,8.5,36,11.3,131.0,84,64.1,76,58.0,15,11.5,13,9.9
24Q485,GROVER CLEVELAND HIGH SCHOOL,2014,278.0,158,56.8,144,51.8,24,8.6,32,11.5,124.0,79,63.7,68,54.8,9,7.3,13,10.5
24Q485,GROVER CLEVELAND HIGH SCHOOL,2013,260.0,154,59.2,142,54.6,17,6.5,18,6.9,153.0,88,57.5,86,56.2,12,7.8,26,17.0
24Q485,GROVER CLEVELAND HIGH SCHOOL,2012,261.0,160,61.3,148,56.7,32,12.3,32,12.3,127.0,70,55.1,61,48.0,6,4.7,21,16.5
24Q485,GROVER CLEVELAND HIGH SCHOOL,2011,288.0,177,61.5,165,57.3,30,10.4,42,14.6,156.0,93,59.6,88,56.4,10,6.4,33,21.2
24Q485,GROVER CLEVELAND HIGH SCHOOL,2010,339.0,180,53.1,171,50.4,23,6.8,26,7.7,146.0,70,47.9,67,45.9,2,1.4,23,15.8
24Q485,GROVER CLEVELAND HIGH SCHOOL,2009,406.0,212,52.2,199,49.0,23,5.7,40,9.9,196.0,95,48.5,92,46.9,9,4.6,37,18.9
24Q485,GROVER CLEVELAND HIGH SCHOOL,2008,435.0,214,49.2,203,46.7,24,5.5,82,18.9,229.0,109,47.6,101,44.1,12,5.2,31,13.5
24Q485,GROVER CLEVELAND HIGH SCHOOL,2007,773.0,386,49.9,318,41.1,62,8.0,136,17.6,12.0,0,0.0,0,0.0,0,0.0,8,66.7
24Q485,GROVER CLEVELAND HIGH SCHOOL,2006,680.0,381,56.0,254,37.4,69,10.1,103,15.1,23.0,0,0.0,0,0.0,0,0.0,17,73.9
24Q485,GROVER CLEVELAND HIGH SCHOOL,2005,736.0,406,55.2,204,27.7,68,9.2,99,13.5,71.0,4,5.6,1,1.4,0,0.0,61,85.9
24Q485,GROVER CLEVELAND HIGH SCHOOL,2004,334.0,181,54.2,111,33.2,57,17.1,64,19.2,425.0,234,55.1,121,28.5,33,7.8,83,19.5
24Q485,GROVER CLEVELAND HIGH SCHOOL,2003,276.0,166,60.1,102,37.0,52,18.8,62,22.5,429.0,193,45.0,104,24.2,42,9.8,103,24.0
