DBN,School Name,Cohort Year,Asian # Total Cohort,Asian # Grads,Asian % Grads,Asian # Total Regents,Asian % Total Regents of Cohort,Asian # Advanced Regents,Asian % Advanced Regents of Cohort,Asian # Dropout,Asian % Dropout,Black # Total Cohort,Black # Grads,Black % Grads,Black # Total Regents,Black % Total Regents of Cohort,Black # Advanced Regents,Black % Advanced Regents of Cohort,Black # Dropout,Black % Dropout,Hispanic # Total Cohort,Hispanic # Grads,Hispanic % Grads,Hispanic # Total Regents,Hispanic % Total Regents of Cohort,Hispanic # Advanced Regents,Hispanic % Advanced Regents of Cohort,Hispanic # Dropout,Hispanic % Dropout,White # Total Cohort,White # Grads,White % Grads,White # Total Regents,White % Total Regents of Cohort,White # Advanced Regents,White % Advanced Regents of Cohort,White # Dropout,White % Dropout,Native American # Total Cohort,Native American # Grads,Native American % Grads,Native American # Total Regents,Native American % Total Regents of Cohort,Native American # Advanced Regents,Native American % Advanced Regents of Cohort,Native American # Dropout,Native American % Dropout,Multi-Racial # Total Cohort,Multi-Racial # Grads,Multi-Racial % Grads,Multi-Racial # Total Regents,Multi-Racial % Total Regents of Cohort,Multi-Racial # Advanced Regents,Multi-Racial % Advanced Regents of Cohort,Multi-Racial # Dropout,Multi-Racial % Dropout
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2008,62.0,s,s,s,s,s,s,s,s,204.0,92,45.1,85,41.7,14,6.9,29,14.2,583.0,254,43.6,235,40.3,56,9.6,130,22.3,78.0,38,48.7,36,46.2,7,9,16,20.5,5.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2007,63.0,s,s,s,s,s,s,s,s,205.0,89,43.4,74,36.1,20,9.8,48,23.4,591.0,261,44.2,207,35,52,8.8,149,25.2,119.0,63,52.9,55,46.2,11,9.2,25,21,4.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2006,68.0,43,63.2,38,55.9,17,25,8,11.8,260.0,113,43.5,91,35,25,9.6,55,21.2,647.0,274,42.3,212,32.8,76,11.7,136,21,112.0,55,49.1,43,38.4,18,16.1,31,27.7,3.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2005,66.0,52,78.8,44,66.7,26,39.4,5,7.6,216.0,83,38.4,54,25,13,6,30,13.9,585.0,252,43.1,184,31.5,62,10.6,84,14.4,132.0,67,50.8,54,40.9,21,15.9,25,18.9,4.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2004,72.0,45,62.5,37,51.4,21,29.2,5,6.9,246.0,105,42.7,65,26.4,17,6.9,43,17.5,593.0,229,38.6,139,23.4,61,10.3,125,21.1,141.0,71,50.4,55,39,30,21.3,32,22.7,2.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2003,58.0,39,67.2,32,55.2,16,27.6,6,10.3,199.0,94,47.2,56,28.1,17,8.5,28,14.1,473.0,189,40,120,25.4,41,8.7,88,18.6,148.0,82,55.4,58,39.2,19,12.8,30,20.3,6.0,5,83.3,4,66.7,2,33.3,0,0,6.0,4,66.7,3,50,2,33.3,0,0
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2002,66.0,43,65.2,35,53,20,30.3,5,7.6,204.0,99,48.5,67,32.8,15,7.4,18,8.8,472.0,204,43.2,122,25.8,27,5.7,58,12.3,145.0,69,47.6,49,33.8,13,9,30,20.7,23.0,14,60.9,9,39.1,1,4.3,4,17.4,,,,,,,,,
08X405,HERBERT H. LEHMAN HIGH SCHOOL,2001,68.0,43,63.2,31,45.6,15,22.1,10,14.7,210.0,124,59,64,30.5,12,5.7,20,9.5,443.0,229,51.7,131,29.6,33,7.4,66,14.9,183.0,104,56.8,65,35.5,28,15.3,27,14.8,18.0,11,61.1,8,44.4,0,0,1,5.6,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2017,9.0,9,100,9,100,0,0,0,0,7.0,7,100,7,100,1,14.3,0,0,84.0,73,86.9,73,86.9,2,2.4,7,8.3,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2016,12.0,11,91.7,11,91.7,6,50,0,0,2.0,s,s,s,s,s,s,s,s,67.0,57,85.1,56,83.6,9,13.4,9,13.4,6.0,5,83.3,5,83.3,0,0,0,0,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2015,10.0,9,90,9,90,3,30,0,0,3.0,s,s,s,s,s,s,s,s,74.0,44,59.5,39,52.7,2,2.7,14,18.9,4.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2014,8.0,5,62.5,4,50,1,12.5,0,0,3.0,s,s,s,s,s,s,s,s,73.0,45,61.6,41,56.2,2,2.7,12,16.4,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2013,9.0,6,66.7,6,66.7,1,11.1,1,11.1,,,,,,,,,,61.0,26,42.6,21,34.4,0,0,12,19.7,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2012,8.0,7,87.5,7,87.5,1,12.5,0,0,9.0,6,66.7,6,66.7,0,0,2,22.2,59.0,23,39,19,32.2,0,0,8,13.6,1.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2011,6.0,s,s,s,s,s,s,s,s,7.0,4,57.1,4,57.1,0,0,0,0,70.0,30,42.9,25,35.7,0,0,8,11.4,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,2010,3.0,s,s,s,s,s,s,s,s,7.0,5,71.4,5,71.4,0,0,0,0,57.0,31,54.4,29,50.9,0,0,0,0,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X450,ADLAI E STEVENSON HS,2005,7.0,s,s,s,s,s,s,s,s,81.0,31,38.3,15,18.5,0,0,23,28.4,171.0,49,28.7,20,11.7,5,2.9,73,42.7,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X450,ADLAI E STEVENSON HS,2004,5.0,s,s,s,s,s,s,s,s,124.0,22,17.7,8,6.5,0,0,42,33.9,220.0,51,23.2,19,8.6,0,0,77,35,5.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
08X450,ADLAI E STEVENSON HS,2003,19.0,10,52.6,3,15.8,0,0,4,21.1,213.0,63,29.6,14,6.6,0,0,56,26.3,370.0,99,26.8,53,14.3,0,0,107,28.9,4.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s
08X450,ADLAI E STEVENSON HS,2002,15.0,5,33.3,4,26.7,0,0,1,6.7,262.0,88,33.6,39,14.9,0,0,45,17.2,339.0,89,26.3,49,14.5,0,0,85,25.1,6.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X450,ADLAI E STEVENSON HS,2001,17.0,11,64.7,8,47.1,0,0,2,11.8,234.0,74,31.6,37,15.8,0,0,61,26.1,397.0,106,26.7,46,11.6,0,0,100,25.2,5.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X450,ADLAI E STEVENSON HS,2006,,,,,,,,,,4.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2017,8.0,2,25,2,25,0,0,1,12.5,47.0,33,70.2,33,70.2,0,0,9,19.1,86.0,51,59.3,51,59.3,0,0,17,19.8,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2016,14.0,s,s,s,s,s,s,s,s,47.0,31,66,30,63.8,0,0,8,17,96.0,62,64.6,62,64.6,5,5.2,15,15.6,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2015,12.0,8,66.7,8,66.7,0,0,1,8.3,51.0,23,45.1,15,29.4,0,0,8,15.7,88.0,40,45.5,25,28.4,0,0,16,18.2,4.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2014,11.0,8,72.7,6,54.5,0,0,0,0,41.0,24,58.5,18,43.9,0,0,5,12.2,87.0,39,44.8,25,28.7,0,0,10,11.5,1.0,s,s,s,s,s,s,s,s,4.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2013,3.0,s,s,s,s,s,s,s,s,18.0,9,50,5,27.8,0,0,3,16.7,40.0,28,70,20,50,0,0,4,10,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2012,1.0,s,s,s,s,s,s,s,s,20.0,16,80,14,70,0,0,2,10,46.0,29,63,23,50,0,0,11,23.9,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2011,2.0,s,s,s,s,s,s,s,s,21.0,s,s,s,s,s,s,s,s,38.0,24,63.2,18,47.4,0,0,9,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2010,2.0,s,s,s,s,s,s,s,s,18.0,9,50,4,22.2,0,0,4,22.2,51.0,27,52.9,14,27.5,0,0,6,11.8,,,,,,,,,,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2009,6.0,s,s,s,s,s,s,s,s,33.0,12,36.4,8,24.2,0,0,2,6.1,48.0,24,50,21,43.8,0,0,2,4.2,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2008,3.0,s,s,s,s,s,s,s,s,29.0,s,s,s,s,s,s,s,s,29.0,14,48.3,12,41.4,0,0,4,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2006,4.0,s,s,s,s,s,s,s,s,23.0,14,60.9,0,0,0,0,1,4.3,35.0,22,62.9,0,0,0,0,2,5.7,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2005,1.0,s,s,s,s,s,s,s,s,17.0,s,s,s,s,s,s,s,s,25.0,13,52,3,12,0,0,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2004,1.0,s,s,s,s,s,s,s,s,38.0,21,55.3,4,10.5,0,0,2,5.3,38.0,21,55.3,4,10.5,0,0,5,13.2,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2002,1.0,s,s,s,s,s,s,s,s,33.0,16,48.5,0,0,0,0,0,0,45.0,27,60,0,0,0,0,1,2.2,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2007,,,,,,,,,,29.0,s,s,s,s,s,s,s,s,55.0,36,65.5,20,36.4,0,0,11,20,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2003,,,,,,,,,,29.0,16,55.2,0,0,0,0,3,10.3,33.0,14,42.4,0,0,0,0,4,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,2001,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2013,3.0,s,s,s,s,s,s,s,s,22.0,7,31.8,5,22.7,0,0,6,27.3,53.0,21,39.6,17,32.1,0,0,13,24.5,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2012,2.0,s,s,s,s,s,s,s,s,28.0,12,42.9,7,25,1,3.6,6,21.4,52.0,21,40.4,16,30.8,0,0,10,19.2,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2011,1.0,s,s,s,s,s,s,s,s,22.0,9,40.9,9,40.9,0,0,5,22.7,69.0,27,39.1,22,31.9,0,0,19,27.5,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2010,1.0,s,s,s,s,s,s,s,s,21.0,9,42.9,8,38.1,1,4.8,4,19,59.0,22,37.3,22,37.3,0,0,17,28.8,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2009,1.0,s,s,s,s,s,s,s,s,26.0,12,46.2,11,42.3,0,0,5,19.2,78.0,25,32.1,22,28.2,0,0,23,29.5,,,,,,,,,,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2008,3.0,s,s,s,s,s,s,s,s,25.0,17,68,16,64,0,0,3,12,87.0,48,55.2,42,48.3,2,2.3,9,10.3,,,,,,,,,,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2007,2.0,s,s,s,s,s,s,s,s,19.0,10,52.6,5,26.3,0,0,3,15.8,59.0,31,52.5,19,32.2,0,0,8,13.6,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2016,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2015,,,,,,,,,,2.0,s,s,s,s,s,s,s,s,6.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2014,,,,,,,,,,8.0,5,62.5,5,62.5,0,0,0,0,50.0,10,20,6,12,1,2,17,34,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2006,,,,,,,,,,25.0,s,s,s,s,s,s,s,s,73.0,40,54.8,24,32.9,0,0,9,12.3,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2005,,,,,,,,,,25.0,s,s,s,s,s,s,s,s,69.0,35,50.7,21,30.4,0,0,8,11.6,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2004,,,,,,,,,,46.0,20,43.5,11,23.9,0,0,4,8.7,56.0,26,46.4,11,19.6,0,0,16,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2003,,,,,,,,,,4.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY THE,2002,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2016,1.0,s,s,s,s,s,s,s,s,20.0,12,60,10,50,0,0,5,25,37.0,24,64.9,22,59.5,0,0,4,10.8,,,,,,,,,,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
08X530,LONGWOOD PREPARATORY ACADEMY,2013,1.0,s,s,s,s,s,s,s,s,14.0,7,50,6,42.9,0,0,5,35.7,36.0,15,41.7,10,27.8,0,0,14,38.9,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2011,1.0,s,s,s,s,s,s,s,s,46.0,s,s,s,s,s,s,s,s,59.0,28,47.5,20,33.9,0,0,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2010,1.0,s,s,s,s,s,s,s,s,27.0,s,s,s,s,s,s,s,s,78.0,30,38.5,24,30.8,1,1.3,16,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2009,1.0,s,s,s,s,s,s,s,s,36.0,s,s,s,s,s,s,s,s,86.0,31,36,20,23.3,0,0,13,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2008,1.0,s,s,s,s,s,s,s,s,26.0,12,46.2,10,38.5,0,0,5,19.2,87.0,36,41.4,31,35.6,0,0,18,20.7,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2007,6.0,4,66.7,3,50,0,0,2,33.3,35.0,16,45.7,11,31.4,0,0,7,20,58.0,30,51.7,20,34.5,0,0,9,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2006,1.0,s,s,s,s,s,s,s,s,38.0,16,42.1,9,23.7,1,2.6,11,28.9,68.0,29,42.6,18,26.5,2,2.9,13,19.1,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2005,1.0,s,s,s,s,s,s,s,s,39.0,19,48.7,14,35.9,0,0,4,10.3,73.0,38,52.1,19,26,0,0,10,13.7,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2002,1.0,s,s,s,s,s,s,s,s,13.0,s,s,s,s,s,s,s,s,23.0,15,65.2,7,30.4,0,0,1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2017,,,,,,,,,,33.0,27,81.8,27,81.8,1,3,3,9.1,50.0,35,70,34,68,4,8,5,10,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2015,,,,,,,,,,31.0,21,67.7,19,61.3,0,0,5,16.1,45.0,20,44.4,18,40,0,0,8,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2014,,,,,,,,,,12.0,s,s,s,s,s,s,s,s,34.0,21,61.8,13,38.2,0,0,10,29.4,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2012,,,,,,,,,,41.0,16,39,13,31.7,0,0,10,24.4,48.0,24,50,18,37.5,0,0,13,27.1,2.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2004,,,,,,,,,,24.0,s,s,s,s,s,s,s,s,57.0,24,42.1,8,14,0,0,13,22.8,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2003,,,,,,,,,,21.0,s,s,s,s,s,s,s,s,43.0,21,48.8,13,30.2,0,0,7,16.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X530,LONGWOOD PREPARATORY ACADEMY,2001,,,,,,,,,,19.0,s,s,s,s,s,s,s,s,27.0,22,81.5,9,33.3,0,0,1,3.7,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2017,2.0,s,s,s,s,s,s,s,s,16.0,2,12.5,2,12.5,1,6.3,2,12.5,23.0,5,21.7,5,21.7,0,0,2,8.7,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X537,BRONX ARENA HIGH SCHOOL,2015,2.0,s,s,s,s,s,s,s,s,27.0,3,11.1,2,7.4,0,0,1,3.7,37.0,7,18.9,4,10.8,0,0,5,13.5,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2014,1.0,s,s,s,s,s,s,s,s,18.0,5,27.8,5,27.8,0,0,1,5.6,45.0,4,8.9,4,8.9,0,0,5,11.1,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2012,2.0,s,s,s,s,s,s,s,s,27.0,4,14.8,4,14.8,0,0,1,3.7,40.0,4,10,4,10,0,0,8,20,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X537,BRONX ARENA HIGH SCHOOL,2009,1.0,s,s,s,s,s,s,s,s,34.0,2,5.9,1,2.9,0,0,4,11.8,47.0,2,4.3,2,4.3,0,0,2,4.3,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2008,2.0,s,s,s,s,s,s,s,s,17.0,s,s,s,s,s,s,s,s,29.0,2,6.9,1,3.4,0,0,3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2016,,,,,,,,,,12.0,s,s,s,s,s,s,s,s,41.0,6,14.6,6,14.6,0,0,3,7.3,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2013,,,,,,,,,,23.0,1,4.3,1,4.3,0,0,1,4.3,37.0,5,13.5,5,13.5,0,0,3,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2011,,,,,,,,,,14.0,1,7.1,1,7.1,0,0,2,14.3,39.0,1,2.6,1,2.6,0,0,5,12.8,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X537,BRONX ARENA HIGH SCHOOL,2010,,,,,,,,,,28.0,4,14.3,4,14.3,0,0,5,17.9,46.0,4,8.7,4,8.7,1,2.2,6,13,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2010,1.0,s,s,s,s,s,s,s,s,9.0,s,s,s,s,s,s,s,s,9.0,5,55.6,5,55.6,0,0,3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2009,3.0,s,s,s,s,s,s,s,s,17.0,s,s,s,s,s,s,s,s,42.0,10,23.8,8,19,0,0,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2008,3.0,s,s,s,s,s,s,s,s,22.0,s,s,s,s,s,s,s,s,54.0,9,16.7,8,14.8,0,0,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2007,5.0,s,s,s,s,s,s,s,s,39.0,18,46.2,14,35.9,0,0,15,38.5,81.0,31,38.3,18,22.2,0,0,24,29.6,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2006,2.0,s,s,s,s,s,s,s,s,27.0,15,55.6,8,29.6,1,3.7,6,22.2,59.0,28,47.5,15,25.4,0,0,7,11.9,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2005,3.0,s,s,s,s,s,s,s,s,40.0,s,s,s,s,s,s,s,s,63.0,25,39.7,10,15.9,1,1.6,8,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2004,1.0,s,s,s,s,s,s,s,s,39.0,16,41,6,15.4,1,2.6,5,12.8,47.0,17,36.2,7,14.9,0,0,8,17,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2003,1.0,s,s,s,s,s,s,s,s,19.0,10,52.6,2,10.5,0,0,1,5.3,32.0,12,37.5,7,21.9,0,0,9,28.1,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,3.0,s,s,s,s,s,s,s,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2002,,,,,,,,,,5.0,s,s,s,s,s,s,s,s,8.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2001,,,,,,,,,,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X558,WESTCHESTER SQUARE ACADEMY,2017,6.0,6,100,6,100,2,33.3,0,0,28.0,26,92.9,26,92.9,2,7.1,1,3.6,64.0,55,85.9,55,85.9,17,26.6,7,10.9,14.0,10,71.4,10,71.4,3,21.4,3,21.4,,,,,,,,,,,,,,,,,,
08X558,WESTCHESTER SQUARE ACADEMY,2016,9.0,9,100,9,100,0,0,0,0,31.0,22,71,22,71,1,3.2,3,9.7,81.0,64,79,64,79,2,2.5,7,8.6,10.0,8,80,8,80,1,10,2,20,,,,,,,,,,,,,,,,,,
08X558,WESTCHESTER SQUARE ACADEMY,2015,11.0,s,s,s,s,s,s,s,s,31.0,22,71,17,54.8,1,3.2,3,9.7,86.0,60,69.8,53,61.6,6,7,11,12.8,20.0,16,80,15,75,0,0,2,10,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
