DBN,School Name,Cohort Year,Asian # Total Cohort,Asian # Grads,Asian % Grads,Asian # Total Regents,Asian % Total Regents of Cohort,Asian # Advanced Regents,Asian % Advanced Regents of Cohort,Asian # Dropout,Asian % Dropout,Black # Total Cohort,Black # Grads,Black % Grads,Black # Total Regents,Black % Total Regents of Cohort,Black # Advanced Regents,Black % Advanced Regents of Cohort,Black # Dropout,Black % Dropout,Hispanic # Total Cohort,Hispanic # Grads,Hispanic % Grads,Hispanic # Total Regents,Hispanic % Total Regents of Cohort,Hispanic # Advanced Regents,Hispanic % Advanced Regents of Cohort,Hispanic # Dropout,Hispanic % Dropout,White # Total Cohort,White # Grads,White % Grads,White # Total Regents,White % Total Regents of Cohort,White # Advanced Regents,White % Advanced Regents of Cohort,White # Dropout,White % Dropout,Native American # Total Cohort,Native American # Grads,Native American % Grads,Native American # Total Regents,Native American % Total Regents of Cohort,Native American # Advanced Regents,Native American % Advanced Regents of Cohort,Native American # Dropout,Native American % Dropout,Multi-Racial # Total Cohort,Multi-Racial # Grads,Multi-Racial % Grads,Multi-Racial # Total Regents,Multi-Racial % Total Regents of Cohort,Multi-Racial # Advanced Regents,Multi-Racial % Advanced Regents of Cohort,Multi-Racial # Dropout,Multi-Racial % Dropout
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2009,9.0,8,88.9,8,88.9,2,22.2,1,11.1,14.0,12,85.7,12,85.7,0,0,1,7.1,135.0,105,77.8,100,74.1,15,11.1,6,4.4,6.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2008,19.0,19,100,19,100,5,26.3,0,0,14.0,9,64.3,8,57.1,0,0,1,7.1,143.0,117,81.8,114,79.7,20,14,9,6.3,7.0,5,71.4,5,71.4,0,0,1,14.3,,,,,,,,,,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2007,15.0,12,80,12,80,5,33.3,0,0,11.0,7,63.6,7,63.6,0,0,2,18.2,157.0,119,75.8,113,72,22,14,14,8.9,5.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2006,13.0,s,s,s,s,s,s,s,s,13.0,8,61.5,8,61.5,2,15.4,1,7.7,160.0,107,66.9,96,60,16,10,16,10,1.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2005,7.0,s,s,s,s,s,s,s,s,13.0,8,61.5,7,53.8,3,23.1,1,7.7,150.0,90,60,78,52,19,12.7,15,10,2.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2004,10.0,7,70,7,70,1,10,2,20,8.0,s,s,s,s,s,s,s,s,151.0,82,54.3,76,50.3,4,2.6,23,15.2,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2003,7.0,6,85.7,6,85.7,4,57.1,1,14.3,12.0,10,83.3,8,66.7,1,8.3,1,8.3,105.0,63,60,56,53.3,14,13.3,10,9.5,6.0,3,50,2,33.3,1,16.7,1,16.7,,,,,,,,,,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2002,5.0,s,s,s,s,s,s,s,s,20.0,8,40,7,35,0,0,1,5,144.0,73,50.7,66,45.8,9,6.3,12,8.3,14.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2001,7.0,4,57.1,4,57.1,1,14.3,0,0,16.0,9,56.3,5,31.3,1,6.3,3,18.8,156.0,82,52.6,69,44.2,11,7.1,13,8.3,10.0,6,60,6,60,2,20,2,20,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2017,24.0,23,95.8,23,95.8,0,0,0,0,4.0,s,s,s,s,s,s,s,s,70.0,65,92.9,65,92.9,0,0,1,1.4,16.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2016,21.0,21,100,21,100,11,52.4,0,0,2.0,s,s,s,s,s,s,s,s,74.0,72,97.3,72,97.3,40,54.1,2,2.7,28.0,28,100,28,100,20,71.4,0,0,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2015,26.0,25,96.2,24,92.3,1,3.8,0,0,6.0,5,83.3,5,83.3,0,0,0,0,77.0,76,98.7,73,94.8,8,10.4,0,0,10.0,9,90,8,80,0,0,0,0,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2014,25.0,25,100,22,88,0,0,0,0,8.0,s,s,s,s,s,s,s,s,66.0,61,92.4,52,78.8,0,0,2,3,13.0,11,84.6,11,84.6,0,0,1,7.7,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2013,19.0,17,89.5,16,84.2,0,0,0,0,2.0,s,s,s,s,s,s,s,s,77.0,73,94.8,67,87,0,0,0,0,9.0,7,77.8,6,66.7,0,0,1,11.1,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2012,25.0,23,92,22,88,0,0,0,0,7.0,s,s,s,s,s,s,s,s,82.0,69,84.1,62,75.6,0,0,2,2.4,18.0,17,94.4,16,88.9,0,0,0,0,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2011,23.0,20,87,20,87,0,0,0,0,4.0,s,s,s,s,s,s,s,s,81.0,68,84,63,77.8,0,0,1,1.2,12.0,9,75,9,75,1,8.3,1,8.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2010,18.0,14,77.8,13,72.2,0,0,0,0,14.0,9,64.3,9,64.3,0,0,1,7.1,67.0,56,83.6,53,79.1,0,0,0,0,12.0,10,83.3,10,83.3,0,0,0,0,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2009,25.0,24,96,24,96,0,0,0,0,3.0,s,s,s,s,s,s,s,s,69.0,57,82.6,54,78.3,7,10.1,1,1.4,9.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2008,18.0,17,94.4,17,94.4,0,0,0,0,8.0,4,50,3,37.5,0,0,1,12.5,75.0,58,77.3,57,76,4,5.3,3,4,12.0,9,75,9,75,0,0,2,16.7,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2007,13.0,12,92.3,10,76.9,2,15.4,0,0,3.0,s,s,s,s,s,s,s,s,83.0,55,66.3,29,34.9,0,0,2,2.4,14.0,10,71.4,7,50,2,14.3,1,7.1,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2006,10.0,5,50,4,40,0,0,1,10,16.0,9,56.3,6,37.5,0,0,2,12.5,53.0,33,62.3,20,37.7,4,7.5,1,1.9,16.0,12,75,11,68.8,2,12.5,0,0,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2005,12.0,10,83.3,9,75,0,0,1,8.3,9.0,7,77.8,3,33.3,0,0,0,0,48.0,33,68.8,23,47.9,3,6.3,2,4.2,15.0,7,46.7,7,46.7,0,0,3,20,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2004,8.0,s,s,s,s,s,s,s,s,14.0,8,57.1,4,28.6,1,7.1,1,7.1,58.0,31,53.4,16,27.6,0,0,6,10.3,10.0,4,40,3,30,0,0,0,0,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2003,8.0,6,75,6,75,0,0,1,12.5,22.0,14,63.6,3,13.6,0,0,0,0,46.0,27,58.7,11,23.9,1,2.2,6,13,10.0,5,50,3,30,0,0,1,10,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2002,7.0,5,71.4,5,71.4,0,0,0,0,18.0,11,61.1,6,33.3,0,0,5,27.8,44.0,29,65.9,15,34.1,0,0,7,15.9,15.0,8,53.3,6,40,0,0,5,33.3,,,,,,,,,,,,,,,,,,
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",2001,4.0,s,s,s,s,s,s,s,s,24.0,15,62.5,4,16.7,0,0,1,4.2,29.0,20,69,10,34.5,0,0,3,10.3,19.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q585,MASPETH HIGH SCHOOL,2017,62.0,61,98.4,61,98.4,47,75.8,0,0,6.0,s,s,s,s,s,s,s,s,200.0,196,98,196,98,94,47,1,0.5,105.0,104,99,104,99,56,53.3,0,0,4.0,s,s,s,s,s,s,s,s,23.0,23,100,23,100,12,52.2,0,0
24Q585,MASPETH HIGH SCHOOL,2016,50.0,49,98,49,98,33,66,0,0,2.0,s,s,s,s,s,s,s,s,102.0,99,97.1,98,96.1,44,43.1,1,1,80.0,80,100,80,100,43,53.8,0,0,,,,,,,,,,28.0,s,s,s,s,s,s,s,s
24Q585,MASPETH HIGH SCHOOL,2015,43.0,43,100,43,100,28,65.1,0,0,6.0,5,83.3,5,83.3,2,33.3,1,16.7,106.0,104,98.1,103,97.2,38,35.8,1,0.9,81.0,79,97.5,77,95.1,31,38.3,0,0,,,,,,,,,,13.0,13,100,13,100,5,38.5,0,0
24Q585,MASPETH HIGH SCHOOL,2014,48.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,93.0,93,100,93,100,13,14,0,0,101.0,98,97,98,97,28,27.7,1,1,,,,,,,,,,,,,,,,,,
24Q585,MASPETH HIGH SCHOOL,2013,37.0,37,100,37,100,17,45.9,0,0,4.0,s,s,s,s,s,s,s,s,125.0,122,97.6,119,95.2,41,32.8,0,0,90.0,88,97.8,85,94.4,32,35.6,0,0,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q585,MASPETH HIGH SCHOOL,2012,42.0,42,100,42,100,31,73.8,0,0,8.0,8,100,8,100,4,50,0,0,101.0,100,99,100,99,39,38.6,1,1,86.0,85,98.8,84,97.7,28,32.6,0,0,,,,,,,,,,,,,,,,,,
24Q585,MASPETH HIGH SCHOOL,2011,45.0,43,95.6,43,95.6,26,57.8,1,2.2,10.0,s,s,s,s,s,s,s,s,105.0,104,99,104,99,19,18.1,1,1,69.0,68,98.6,67,97.1,22,31.9,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2017,44.0,40,90.9,40,90.9,25,56.8,0,0,20.0,15,75,15,75,5,25,3,15,290.0,219,75.5,219,75.5,119,41,2,0.7,17.0,12,70.6,12,70.6,9,52.9,0,0,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2016,36.0,33,91.7,33,91.7,19,52.8,0,0,13.0,11,84.6,11,84.6,3,23.1,1,7.7,264.0,217,82.2,217,82.2,94,35.6,9,3.4,13.0,10,76.9,10,76.9,7,53.8,0,0,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2015,31.0,25,80.6,22,71,2,6.5,2,6.5,18.0,10,55.6,10,55.6,3,16.7,2,11.1,291.0,232,79.7,228,78.4,46,15.8,10,3.4,19.0,11,57.9,11,57.9,1,5.3,0,0,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2014,54.0,47,87,47,87,16,29.6,0,0,19.0,s,s,s,s,s,s,s,s,257.0,200,77.8,196,76.3,34,13.2,2,0.8,26.0,24,92.3,23,88.5,4,15.4,0,0,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2013,30.0,29,96.7,28,93.3,7,23.3,0,0,16.0,s,s,s,s,s,s,s,s,286.0,231,80.8,225,78.7,25,8.7,8,2.8,25.0,16,64,16,64,4,16,2,8,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2012,52.0,48,92.3,46,88.5,17,32.7,2,3.8,25.0,s,s,s,s,s,s,s,s,306.0,240,78.4,234,76.5,33,10.8,21,6.9,34.0,28,82.4,28,82.4,5,14.7,4,11.8,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2011,42.0,37,88.1,37,88.1,15,35.7,2,4.8,22.0,15,68.2,15,68.2,0,0,3,13.6,280.0,201,71.8,193,68.9,19,6.8,20,7.1,24.0,20,83.3,20,83.3,4,16.7,1,4.2,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2010,26.0,23,88.5,23,88.5,9,34.6,0,0,17.0,12,70.6,11,64.7,0,0,1,5.9,236.0,173,73.3,168,71.2,22,9.3,11,4.7,29.0,24,82.8,23,79.3,3,10.3,2,6.9,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2009,44.0,35,79.5,35,79.5,7,15.9,2,4.5,24.0,14,58.3,13,54.2,0,0,0,0,235.0,175,74.5,168,71.5,10,4.3,12,5.1,31.0,26,83.9,23,74.2,3,9.7,2,6.5,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2008,30.0,22,73.3,22,73.3,8,26.7,0,0,24.0,17,70.8,16,66.7,2,8.3,0,0,239.0,153,64,144,60.3,6,2.5,25,10.5,33.0,24,72.7,24,72.7,5,15.2,5,15.2,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2007,25.0,20,80,19,76,6,24,3,12,26.0,16,61.5,15,57.7,1,3.8,5,19.2,195.0,142,72.8,127,65.1,9,4.6,13,6.7,24.0,17,70.8,9,37.5,1,4.2,3,12.5,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2006,26.0,23,88.5,21,80.8,10,38.5,0,0,23.0,s,s,s,s,s,s,s,s,186.0,133,71.5,107,57.5,15,8.1,20,10.8,35.0,23,65.7,17,48.6,1,2.9,5,14.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2005,28.0,23,82.1,19,67.9,5,17.9,1,3.6,43.0,24,55.8,11,25.6,1,2.3,4,9.3,172.0,126,73.3,89,51.7,16,9.3,10,5.8,34.0,19,55.9,12,35.3,4,11.8,4,11.8,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2004,12.0,4,33.3,4,33.3,3,25,2,16.7,40.0,14,35,10,25,3,7.5,7,17.5,146.0,66,45.2,51,34.9,23,15.8,23,15.8,32.0,14,43.8,11,34.4,4,12.5,7,21.9,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2003,19.0,12,63.2,9,47.4,7,36.8,2,10.5,36.0,19,52.8,9,25,8,22.2,6,16.7,164.0,80,48.8,44,26.8,35,21.3,27,16.5,29.0,14,48.3,6,20.7,5,17.2,8,27.6,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2002,27.0,17,63,13,48.1,10,37,5,18.5,27.0,12,44.4,9,33.3,3,11.1,4,14.8,177.0,82,46.3,59,33.3,23,13,34,19.2,57.0,24,42.1,16,28.1,7,12.3,20,35.1,,,,,,,,,,,,,,,,,,
24Q600,QUEENS TECHNICAL HIGH SCHOOL,2001,25.0,20,80,14,56,0,0,0,0,38.0,18,47.4,9,23.7,0,0,8,21.1,165.0,90,54.5,41,24.8,2,1.2,27,16.4,45.0,16,35.6,4,8.9,0,0,15,33.3,,,,,,,,,,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2017,179.0,172,96.1,172,96.1,82,45.8,1,0.6,16.0,15,93.8,15,93.8,8,50,0,0,206.0,194,94.2,194,94.2,96,46.6,1,0.5,42.0,40,95.2,40,95.2,25,59.5,0,0,4.0,s,s,s,s,s,s,s,s,12.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2016,165.0,163,98.8,163,98.8,102,61.8,0,0,20.0,s,s,s,s,s,s,s,s,191.0,181,94.8,176,92.1,89,46.6,0,0,37.0,37,100,37,100,15,40.5,0,0,3.0,s,s,s,s,s,s,s,s,25.0,25,100,25,100,14,56,0,0
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2015,151.0,146,96.7,144,95.4,86,57,0,0,18.0,17,94.4,17,94.4,12,66.7,0,0,229.0,214,93.4,204,89.1,111,48.5,1,0.4,45.0,44,97.8,44,97.8,30,66.7,0,0,3.0,s,s,s,s,s,s,s,s,17.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2014,166.0,158,95.2,157,94.6,110,66.3,0,0,26.0,22,84.6,17,65.4,6,23.1,1,3.8,206.0,185,89.8,180,87.4,96,46.6,3,1.5,55.0,51,92.7,51,92.7,30,54.5,0,0,5.0,s,s,s,s,s,s,s,s,14.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2013,209.0,202,96.7,202,96.7,135,64.6,0,0,33.0,29,87.9,29,87.9,9,27.3,0,0,308.0,287,93.2,283,91.9,136,44.2,3,1,76.0,73,96.1,73,96.1,38,50,2,2.6,4.0,s,s,s,s,s,s,s,s,17.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2012,118.0,112,94.9,109,92.4,80,67.8,1,0.8,34.0,31,91.2,30,88.2,10,29.4,0,0,243.0,208,85.6,202,83.1,96,39.5,1,0.4,58.0,53,91.4,52,89.7,31,53.4,1,1.7,4.0,s,s,s,s,s,s,s,s,12.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2011,156.0,136,87.2,134,85.9,90,57.7,1,0.6,31.0,s,s,s,s,s,s,s,s,274.0,236,86.1,230,83.9,115,42,3,1.1,51.0,45,88.2,45,88.2,22,43.1,1,2,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2010,143.0,130,90.9,129,90.2,86,60.1,0,0,27.0,s,s,s,s,s,s,s,s,270.0,229,84.8,228,84.4,127,47,4,1.5,48.0,43,89.6,43,89.6,19,39.6,0,0,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2009,122.0,108,88.5,107,87.7,50,41,2,1.6,28.0,s,s,s,s,s,s,s,s,291.0,229,78.7,226,77.7,78,26.8,5,1.7,45.0,40,88.9,38,84.4,22,48.9,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2008,101.0,93,92.1,93,92.1,51,50.5,1,1,40.0,s,s,s,s,s,s,s,s,272.0,224,82.4,221,81.3,95,34.9,4,1.5,45.0,42,93.3,41,91.1,19,42.2,0,0,4.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2007,100.0,84,84,82,82,49,49,0,0,30.0,s,s,s,s,s,s,s,s,255.0,209,82,200,78.4,81,31.8,3,1.2,37.0,33,89.2,32,86.5,13,35.1,0,0,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2006,86.0,67,77.9,66,76.7,49,57,1,1.2,33.0,25,75.8,23,69.7,11,33.3,0,0,210.0,149,71,143,68.1,82,39,4,1.9,37.0,31,83.8,28,75.7,14,37.8,0,0,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2005,114.0,77,67.5,74,64.9,40,35.1,1,0.9,40.0,s,s,s,s,s,s,s,s,260.0,147,56.5,128,49.2,48,18.5,3,1.2,41.0,31,75.6,26,63.4,10,24.4,0,0,,,,,,,,,,4.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2004,83.0,64,77.1,57,68.7,45,54.2,1,1.2,24.0,s,s,s,s,s,s,s,s,201.0,152,75.6,120,59.7,81,40.3,4,2,49.0,36,73.5,30,61.2,20,40.8,3,6.1,,,,,,,,,,4.0,s,s,s,s,s,s,s,s
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2003,79.0,65,82.3,58,73.4,46,58.2,0,0,37.0,28,75.7,24,64.9,15,40.5,0,0,193.0,127,65.8,101,52.3,59,30.6,7,3.6,50.0,34,68,29,58,19,38,3,6,,,,,,,,,,7.0,2,28.6,2,28.6,1,14.3,0,0
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2002,71.0,53,74.6,36,50.7,17,23.9,2,2.8,42.0,s,s,s,s,s,s,s,s,229.0,151,65.9,99,43.2,28,12.2,10,4.4,79.0,53,67.1,41,51.9,14,17.7,4,5.1,3.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,2001,35.0,25,71.4,23,65.7,11,31.4,3,8.6,32.0,13,40.6,9,28.1,2,6.3,1,3.1,112.0,64,57.1,44,39.3,7,6.3,4,3.6,30.0,24,80,18,60,7,23.3,0,0,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2017,1.0,s,s,s,s,s,s,s,s,17.0,4,23.5,4,23.5,0,0,1,5.9,58.0,2,3.4,2,3.4,0,0,4,6.9,6.0,0,0,0,0,0,0,1,16.7,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
24Q744,VOYAGES PREPARATORY,2016,6.0,s,s,s,s,s,s,s,s,15.0,1,6.7,0,0,0,0,0,0,76.0,3,3.9,3,3.9,0,0,0,0,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2015,7.0,0,0,0,0,0,0,1,14.3,4.0,s,s,s,s,s,s,s,s,57.0,6,10.5,6,10.5,0,0,5,8.8,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
24Q744,VOYAGES PREPARATORY,2014,6.0,1,16.7,1,16.7,0,0,0,0,10.0,1,10,1,10,0,0,2,20,56.0,11,19.6,11,19.6,0,0,3,5.4,2.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2013,6.0,2,33.3,2,33.3,0,0,1,16.7,16.0,1,6.3,1,6.3,0,0,1,6.3,78.0,11,14.1,11,14.1,0,0,1,1.3,6.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2012,7.0,0,0,0,0,0,0,2,28.6,10.0,1,10,1,10,0,0,2,20,44.0,2,4.5,2,4.5,0,0,12,27.3,3.0,s,s,s,s,s,s,s,s,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
24Q744,VOYAGES PREPARATORY,2011,4.0,s,s,s,s,s,s,s,s,14.0,2,14.3,1,7.1,0,0,1,7.1,55.0,8,14.5,8,14.5,0,0,10,18.2,4.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2010,8.0,2,25,2,25,0,0,2,25,11.0,1,9.1,1,9.1,0,0,3,27.3,63.0,7,11.1,7,11.1,0,0,6,9.5,7.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2009,14.0,1,7.1,1,7.1,0,0,3,21.4,36.0,2,5.6,2,5.6,0,0,10,27.8,63.0,17,27,17,27,0,0,10,15.9,5.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2008,5.0,s,s,s,s,s,s,s,s,24.0,1,4.2,1,4.2,0,0,5,20.8,75.0,11,14.7,11,14.7,0,0,24,32,13.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2007,4.0,s,s,s,s,s,s,s,s,29.0,3,10.3,3,10.3,0,0,4,13.8,60.0,9,15,4,6.7,0,0,10,16.7,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2006,9.0,s,s,s,s,s,s,s,s,22.0,1,4.5,0,0,0,0,2,9.1,49.0,6,12.2,4,8.2,0,0,5,10.2,5.0,s,s,s,s,s,s,s,s,,,,,,,,,,,,,,,,,,
24Q744,VOYAGES PREPARATORY,2005,5.0,s,s,s,s,s,s,s,s,24.0,2,8.3,1,4.2,0,0,1,4.2,35.0,1,2.9,1,2.9,0,0,5,14.3,6.0,0,0,0,0,0,0,2,33.3,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
25Q240,VERITAS ACADEMY,2017,15.0,15,100,15,100,3,20,0,0,19.0,15,78.9,15,78.9,2,10.5,1,5.3,109.0,87,79.8,87,79.8,24,22,7,6.4,13.0,s,s,s,s,s,s,s,s,,,,,,,,,,2.0,s,s,s,s,s,s,s,s
25Q240,VERITAS ACADEMY,2016,21.0,19,90.5,19,90.5,1,4.8,0,0,12.0,7,58.3,7,58.3,1,8.3,2,16.7,85.0,75,88.2,75,88.2,16,18.8,0,0,16.0,13,81.3,13,81.3,2,12.5,1,6.3,3.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
25Q240,VERITAS ACADEMY,2015,21.0,20,95.2,20,95.2,3,14.3,0,0,21.0,16,76.2,14,66.7,0,0,1,4.8,70.0,52,74.3,48,68.6,10,14.3,5,7.1,17.0,12,70.6,7,41.2,1,5.9,1,5.9,1.0,s,s,s,s,s,s,s,s,9.0,s,s,s,s,s,s,s,s
