DBN,School Name,Cohort Year,SWD # Total Cohort,SWD # Grads,SWD % Grads,SWD # Total Regents,SWD % Total Regents of Cohort,SWD # Advanced Regents,SWD % Advanced Regents of Cohort,SWD # Dropout,SWD % Dropout,Not SWD # Total Cohort,Not SWD # Grads,Not SWD % Grads,Not SWD # Total Regents,Not SWD % Total Regents of Cohort,Not SWD # Advanced Regents,Not SWD % Advanced Regents of Cohort,Not SWD # Dropout,Not SWD % Dropout
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2017,7.0,6,85.7,6,85.7,5,71.4,1,14.3,44.0,31,70.5,31,70.5,12,27.3,5,11.4
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2016,17.0,6,35.3,6,35.3,0,0.0,2,11.8,69.0,47,68.1,47,68.1,11,15.9,4,5.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2015,18.0,12,66.7,1,5.6,0,0.0,3,16.7,66.0,50,75.8,23,34.8,0,0.0,3,4.5
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2014,24.0,10,41.7,2,8.3,0,0.0,7,29.2,86.0,51,59.3,39,45.3,1,1.2,9,10.5
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2013,21.0,8,38.1,2,9.5,0,0.0,4,19.0,119.0,67,56.3,67,56.3,2,1.7,13,10.9
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2012,34.0,14,41.2,6,17.6,0,0.0,9,26.5,124.0,75,60.5,75,60.5,5,4.0,18,14.5
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2011,21.0,7,33.3,1,4.8,0,0.0,10,47.6,149.0,66,44.3,64,43.0,2,1.3,30,20.1
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2010,26.0,8,30.8,2,7.7,1,3.8,9,34.6,154.0,77,50.0,77,50.0,3,1.9,25,16.2
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2009,20.0,2,10.0,1,5.0,0,0.0,3,15.0,183.0,80,43.7,80,43.7,0,0.0,32,17.5
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2008,29.0,10,34.5,5,17.2,0,0.0,9,31.0,186.0,134,72.0,134,72.0,8,4.3,11,5.9
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2007,24.0,8,33.3,0,0.0,0,0.0,8,33.3,149.0,104,69.8,78,52.3,2,1.3,25,16.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2006,15.0,4,26.7,0,0.0,0,0.0,4,26.7,131.0,82,62.6,47,35.9,1,0.8,20,15.3
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2005,12.0,7,58.3,1,8.3,1,8.3,1,8.3,150.0,92,61.3,48,32.0,4,2.7,18,12.0
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2004,32.0,10,31.3,1,3.1,0,0.0,12,37.5,136.0,86,63.2,23,16.9,2,1.5,12,8.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2003,27.0,8,29.6,1,3.7,0,0.0,5,18.5,153.0,87,56.9,52,34.0,5,3.3,15,9.8
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2002,13.0,1,7.7,0,0.0,0,0.0,2,15.4,177.0,119,67.2,81,45.8,11,6.2,14,7.9
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,2001,15.0,5,33.3,1,6.7,0,0.0,8,53.3,96.0,61,63.5,36,37.5,2,2.1,9,9.4
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2017,33.0,19,57.6,19,57.6,7,21.2,4,12.1,170.0,141,82.9,141,82.9,74,43.5,11,6.5
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2016,32.0,22,68.8,22,68.8,1,3.1,5,15.6,185.0,152,82.2,149,80.5,36,19.5,4,2.2
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2015,30.0,17,56.7,8,26.7,0,0.0,7,23.3,149.0,115,77.2,104,69.8,7,4.7,10,6.7
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2014,47.0,30,63.8,14,29.8,0,0.0,5,10.6,168.0,130,77.4,117,69.6,8,4.8,13,7.7
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2013,37.0,20,54.1,9,24.3,0,0.0,2,5.4,187.0,135,72.2,131,70.1,1,0.5,13,7.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2012,45.0,23,51.1,12,26.7,0,0.0,8,17.8,188.0,160,85.1,157,83.5,12,6.4,7,3.7
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2011,33.0,7,21.2,4,12.1,0,0.0,10,30.3,233.0,174,74.7,173,74.2,7,3.0,17,7.3
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2010,37.0,16,43.2,6,16.2,0,0.0,7,18.9,213.0,147,69.0,147,69.0,14,6.6,8,3.8
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2009,28.0,9,32.1,2,7.1,1,3.6,8,28.6,189.0,126,66.7,125,66.1,10,5.3,9,4.8
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2008,32.0,14,43.8,3,9.4,0,0.0,7,21.9,202.0,144,71.3,144,71.3,20,9.9,9,4.5
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2007,18.0,8,44.4,3,16.7,1,5.6,0,0.0,196.0,163,83.2,151,77.0,14,7.1,4,2.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2006,23.0,15,65.2,2,8.7,0,0.0,1,4.3,138.0,119,86.2,101,73.2,6,4.3,4,2.9
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2005,13.0,12,92.3,3,23.1,3,23.1,1,7.7,155.0,132,85.2,104,67.1,70,45.2,1,0.6
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2004,22.0,18,81.8,5,22.7,2,9.1,2,9.1,149.0,135,90.6,111,74.5,78,52.3,1,0.7
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2003,15.0,8,53.3,2,13.3,0,0.0,4,26.7,159.0,128,80.5,89,56.0,47,29.6,16,10.1
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2002,13.0,6,46.2,1,7.7,0,0.0,3,23.1,157.0,106,67.5,48,30.6,8,5.1,18,11.5
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",2001,19.0,11,57.9,2,10.5,0,0.0,5,26.3,120.0,88,73.3,50,41.7,4,3.3,10,8.3
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2017,28.0,23,82.1,21,75.0,0,0.0,0,0.0,80.0,74,92.5,74,92.5,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2016,19.0,9,47.4,6,31.6,0,0.0,1,5.3,117.0,108,92.3,107,91.5,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2015,25.0,19,76.0,8,32.0,0,0.0,1,4.0,113.0,108,95.6,107,94.7,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2014,20.0,17,85.0,9,45.0,0,0.0,2,10.0,99.0,92,92.9,92,92.9,0,0.0,0,0.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2013,19.0,15,78.9,9,47.4,0,0.0,1,5.3,99.0,91,91.9,86,86.9,0,0.0,3,3.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2012,15.0,10,66.7,8,53.3,0,0.0,1,6.7,106.0,94,88.7,87,82.1,0,0.0,2,1.9
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2011,21.0,16,76.2,6,28.6,0,0.0,1,4.8,87.0,78,89.7,72,82.8,0,0.0,5,5.7
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2010,22.0,14,63.6,4,18.2,0,0.0,2,9.1,93.0,76,81.7,62,66.7,1,1.1,2,2.2
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2009,15.0,7,46.7,3,20.0,0,0.0,1,6.7,85.0,62,72.9,47,55.3,0,0.0,6,7.1
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2008,19.0,12,63.2,7,36.8,0,0.0,1,5.3,50.0,37,74.0,34,68.0,1,2.0,4,8.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,11.0,4,36.4,2,18.2,0,0.0,2,18.2,70.0,54,77.1,52,74.3,1,1.4,3,4.3
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,15.0,11,73.3,6,40.0,0,0.0,0,0.0,60.0,48,80.0,40,66.7,1,1.7,5,8.3
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2005,7.0,4,57.1,3,42.9,0,0.0,0,0.0,77.0,61,79.2,45,58.4,3,3.9,1,1.3
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2004,5.0,s,s,s,s,s,s,s,s,50.0,s,s,s,s,s,s,s,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2017,33.0,32,97.0,32,97.0,10,30.3,0,0.0,114.0,112,98.2,112,98.2,51,44.7,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2016,31.0,28,90.3,27,87.1,3,9.7,2,6.5,95.0,93,97.9,93,97.9,33,34.7,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2015,26.0,23,88.5,23,88.5,0,0.0,1,3.8,98.0,97,99.0,97,99.0,12,12.2,0,0.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2014,33.0,31,93.9,23,69.7,6,18.2,1,3.0,98.0,97,99.0,97,99.0,43,43.9,1,1.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2013,38.0,34,89.5,30,78.9,3,7.9,1,2.6,92.0,90,97.8,90,97.8,30,32.6,1,1.1
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2012,34.0,32,94.1,28,82.4,2,5.9,1,2.9,102.0,96,94.1,96,94.1,32,31.4,5,4.9
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2011,41.0,38,92.7,33,80.5,0,0.0,2,4.9,107.0,100,93.5,99,92.5,29,27.1,2,1.9
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2010,31.0,25,80.6,21,67.7,1,3.2,4,12.9,85.0,80,94.1,80,94.1,26,30.6,4,4.7
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2009,12.0,8,66.7,7,58.3,0,0.0,4,33.3,80.0,75,93.8,74,92.5,25,31.3,2,2.5
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2008,18.0,13,72.2,5,27.8,1,5.6,3,16.7,84.0,76,90.5,76,90.5,18,21.4,3,3.6
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2007,15.0,12,80.0,7,46.7,0,0.0,2,13.3,87.0,77,88.5,75,86.2,7,8.0,5,5.7
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2006,12.0,8,66.7,0,0.0,0,0.0,2,16.7,85.0,72,84.7,70,82.4,4,4.7,5,5.9
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2005,6.0,2,33.3,1,16.7,1,16.7,0,0.0,74.0,59,79.7,53,71.6,2,2.7,7,9.5
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2004,13.0,8,61.5,4,30.8,1,7.7,3,23.1,63.0,48,76.2,34,54.0,5,7.9,6,9.5
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2003,1.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2002,,,,,,,,,,3.0,s,s,s,s,s,s,s,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2017,29.0,28,96.6,28,96.6,2,6.9,0,0.0,142.0,140,98.6,140,98.6,40,28.2,0,0.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2016,30.0,30,100.0,22,73.3,3,10.0,0,0.0,126.0,121,96.0,119,94.4,48,38.1,0,0.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2015,29.0,27,93.1,17,58.6,0,0.0,0,0.0,122.0,116,95.1,115,94.3,27,22.1,1,0.8
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2014,19.0,18,94.7,13,68.4,1,5.3,0,0.0,138.0,131,94.9,129,93.5,30,21.7,2,1.4
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2013,20.0,18,90.0,12,60.0,0,0.0,0,0.0,148.0,140,94.6,138,93.2,43,29.1,1,0.7
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2012,32.0,26,81.3,15,46.9,2,6.3,1,3.1,149.0,134,89.9,131,87.9,37,24.8,3,2.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2011,19.0,15,78.9,5,26.3,0,0.0,1,5.3,152.0,139,91.4,139,91.4,46,30.3,6,3.9
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2010,20.0,16,80.0,10,50.0,0,0.0,1,5.0,146.0,129,88.4,125,85.6,16,11.0,5,3.4
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2009,7.0,3,42.9,2,28.6,0,0.0,1,14.3,133.0,116,87.2,116,87.2,20,15.0,5,3.8
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2008,17.0,12,70.6,12,70.6,1,5.9,1,5.9,102.0,94,92.2,92,90.2,23,22.5,3,2.9
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2007,12.0,8,66.7,3,25.0,0,0.0,0,0.0,99.0,89,89.9,87,87.9,13,13.1,2,2.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2006,18.0,16,88.9,13,72.2,1,5.6,0,0.0,90.0,77,85.6,75,83.3,11,12.2,8,8.9
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2005,4.0,s,s,s,s,s,s,s,s,99.0,s,s,s,s,s,s,s,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2004,7.0,5,71.4,5,71.4,2,28.6,0,0.0,81.0,61,75.3,57,70.4,13,16.0,6,7.4
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2003,,,,,,,,,,5.0,s,s,s,s,s,s,s,s
14K586,LYONS COMMUNITY SCHOOL,2017,14.0,10,71.4,10,71.4,0,0.0,3,21.4,54.0,44,81.5,44,81.5,0,0.0,6,11.1
14K586,LYONS COMMUNITY SCHOOL,2016,22.0,16,72.7,16,72.7,0,0.0,2,9.1,51.0,37,72.5,37,72.5,0,0.0,2,3.9
14K586,LYONS COMMUNITY SCHOOL,2015,16.0,9,56.3,9,56.3,0,0.0,1,6.3,60.0,46,76.7,46,76.7,0,0.0,3,5.0
14K586,LYONS COMMUNITY SCHOOL,2014,20.0,13,65.0,8,40.0,0,0.0,3,15.0,73.0,51,69.9,50,68.5,0,0.0,10,13.7
14K586,LYONS COMMUNITY SCHOOL,2013,16.0,12,75.0,4,25.0,0,0.0,1,6.3,65.0,40,61.5,39,60.0,0,0.0,10,15.4
14K586,LYONS COMMUNITY SCHOOL,2012,11.0,6,54.5,0,0.0,0,0.0,1,9.1,65.0,43,66.2,43,66.2,0,0.0,10,15.4
14K586,LYONS COMMUNITY SCHOOL,2011,22.0,11,50.0,2,9.1,0,0.0,4,18.2,47.0,32,68.1,32,68.1,0,0.0,5,10.6
14K586,LYONS COMMUNITY SCHOOL,2010,15.0,4,26.7,3,20.0,0,0.0,2,13.3,64.0,32,50.0,32,50.0,0,0.0,8,12.5
14K586,LYONS COMMUNITY SCHOOL,2009,15.0,6,40.0,6,40.0,0,0.0,4,26.7,58.0,31,53.4,28,48.3,0,0.0,5,8.6
14K586,LYONS COMMUNITY SCHOOL,2008,11.0,2,18.2,2,18.2,0,0.0,5,45.5,62.0,36,58.1,36,58.1,0,0.0,11,17.7
14K586,LYONS COMMUNITY SCHOOL,2007,15.0,6,40.0,3,20.0,0,0.0,3,20.0,76.0,49,64.5,33,43.4,0,0.0,9,11.8
14K586,LYONS COMMUNITY SCHOOL,2006,,,,,,,,,,4.0,s,s,s,s,s,s,s,s
14K610,A-TECH HIGH SCHOOL,2017,29.0,20,69.0,20,69.0,8,27.6,5,17.2,47.0,40,85.1,40,85.1,20,42.6,4,8.5
14K610,A-TECH HIGH SCHOOL,2016,33.0,21,63.6,21,63.6,5,15.2,6,18.2,53.0,43,81.1,43,81.1,13,24.5,5,9.4
14K610,A-TECH HIGH SCHOOL,2015,27.0,17,63.0,5,18.5,0,0.0,3,11.1,52.0,39,75.0,37,71.2,0,0.0,6,11.5
14K610,A-TECH HIGH SCHOOL,2014,33.0,23,69.7,9,27.3,0,0.0,5,15.2,83.0,65,78.3,58,69.9,2,2.4,7,8.4
14K610,A-TECH HIGH SCHOOL,2013,15.0,8,53.3,2,13.3,1,6.7,2,13.3,27.0,23,85.2,22,81.5,0,0.0,3,11.1
14K610,A-TECH HIGH SCHOOL,2012,38.0,22,57.9,5,13.2,0,0.0,5,13.2,62.0,35,56.5,35,56.5,0,0.0,10,16.1
14K610,A-TECH HIGH SCHOOL,2011,33.0,7,21.2,2,6.1,0,0.0,12,36.4,63.0,37,58.7,36,57.1,0,0.0,12,19.0
14K610,A-TECH HIGH SCHOOL,2010,44.0,19,43.2,3,6.8,0,0.0,11,25.0,86.0,45,52.3,40,46.5,0,0.0,23,26.7
14K610,A-TECH HIGH SCHOOL,2009,44.0,15,34.1,6,13.6,0,0.0,7,15.9,143.0,64,44.8,61,42.7,1,0.7,28,19.6
14K610,A-TECH HIGH SCHOOL,2008,32.0,15,46.9,15,46.9,0,0.0,7,21.9,144.0,89,61.8,88,61.1,0,0.0,24,16.7
14K610,A-TECH HIGH SCHOOL,2007,54.0,19,35.2,3,5.6,0,0.0,9,16.7,187.0,100,53.5,67,35.8,1,0.5,44,23.5
14K610,A-TECH HIGH SCHOOL,2006,51.0,13,25.5,2,3.9,0,0.0,8,15.7,182.0,114,62.6,53,29.1,0,0.0,25,13.7
14K610,A-TECH HIGH SCHOOL,2005,40.0,9,22.5,2,5.0,0,0.0,8,20.0,175.0,106,60.6,49,28.0,0,0.0,18,10.3
14K610,A-TECH HIGH SCHOOL,2004,37.0,8,21.6,2,5.4,1,2.7,9,24.3,148.0,88,59.5,38,25.7,33,22.3,22,14.9
14K610,A-TECH HIGH SCHOOL,2003,34.0,10,29.4,0,0.0,0,0.0,6,17.6,100.0,52,52.0,16,16.0,12,12.0,17,17.0
14K610,A-TECH HIGH SCHOOL,2002,24.0,6,25.0,0,0.0,0,0.0,7,29.2,79.0,36,45.6,10,12.7,0,0.0,18,22.8
14K610,A-TECH HIGH SCHOOL,2001,33.0,6,18.2,1,3.0,0,0.0,13,39.4,62.0,29,46.8,11,17.7,0,0.0,11,17.7
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2017,6.0,5,83.3,5,83.3,0,0.0,0,0.0,51.0,50,98.0,50,98.0,26,51.0,1,2.0
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2016,6.0,4,66.7,4,66.7,0,0.0,1,16.7,40.0,37,92.5,37,92.5,16,40.0,1,2.5
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2015,3.0,s,s,s,s,s,s,s,s,28.0,s,s,s,s,s,s,s,s
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2014,15.0,13,86.7,6,40.0,0,0.0,1,6.7,53.0,52,98.1,51,96.2,1,1.9,0,0.0
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2013,6.0,6,100.0,5,83.3,0,0.0,0,0.0,46.0,46,100.0,42,91.3,9,19.6,0,0.0
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2012,8.0,8,100.0,5,62.5,0,0.0,0,0.0,55.0,55,100.0,53,96.4,0,0.0,0,0.0
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,2011,7.0,7,100.0,4,57.1,0,0.0,0,0.0,38.0,38,100.0,37,97.4,0,0.0,0,0.0
14K632,FRANCES PERKINS ACADEMY,2015,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
14K632,FRANCES PERKINS ACADEMY,2013,9.0,5,55.6,3,33.3,0,0.0,1,11.1,20.0,16,80.0,14,70.0,0,0.0,1,5.0
14K632,FRANCES PERKINS ACADEMY,2012,7.0,4,57.1,0,0.0,0,0.0,0,0.0,15.0,10,66.7,10,66.7,1,6.7,2,13.3
14K632,FRANCES PERKINS ACADEMY,2011,10.0,5,50.0,1,10.0,0,0.0,1,10.0,31.0,21,67.7,21,67.7,0,0.0,3,9.7
14K632,FRANCES PERKINS ACADEMY,2010,8.0,5,62.5,0,0.0,0,0.0,1,12.5,26.0,12,46.2,12,46.2,0,0.0,2,7.7
14K632,FRANCES PERKINS ACADEMY,2009,9.0,3,33.3,0,0.0,0,0.0,1,11.1,28.0,12,42.9,12,42.9,0,0.0,1,3.6
14K632,FRANCES PERKINS ACADEMY,2008,14.0,6,42.9,5,35.7,0,0.0,2,14.3,42.0,23,54.8,23,54.8,0,0.0,3,7.1
14K632,FRANCES PERKINS ACADEMY,2007,,,,,,,,,,1.0,s,s,s,s,s,s,s,s
14K640,HARRY VAN ARSDALE HS,2003,31.0,8,25.8,0,0.0,0,0.0,10,32.3,125.0,79,63.2,18,14.4,2,1.6,27,21.6
14K640,HARRY VAN ARSDALE HS,2002,20.0,5,25.0,0,0.0,0,0.0,5,25.0,177.0,89,50.3,21,11.9,2,1.1,43,24.3
14K640,HARRY VAN ARSDALE HS,2001,53.0,8,15.1,1,1.9,0,0.0,30,56.6,222.0,96,43.2,28,12.6,4,1.8,62,27.9
14K640,HARRY VAN ARSDALE HS,2005,2.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K640,HARRY VAN ARSDALE HS,2004,4.0,s,s,s,s,s,s,s,s,,,,,,,,,
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2017,9.0,6,66.7,6,66.7,0,0.0,1,11.1,38.0,28,73.7,28,73.7,0,0.0,0,0.0
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2016,12.0,5,41.7,5,41.7,0,0.0,1,8.3,37.0,24,64.9,24,64.9,0,0.0,1,2.7
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2015,14.0,9,64.3,9,64.3,0,0.0,0,0.0,42.0,35,83.3,35,83.3,0,0.0,2,4.8
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2014,14.0,12,85.7,12,85.7,0,0.0,1,7.1,39.0,30,76.9,30,76.9,0,0.0,1,2.6
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2013,15.0,7,46.7,7,46.7,0,0.0,1,6.7,42.0,25,59.5,25,59.5,0,0.0,3,7.1
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2012,17.0,12,70.6,12,70.6,0,0.0,1,5.9,49.0,39,79.6,39,79.6,0,0.0,2,4.1
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2011,8.0,7,87.5,7,87.5,0,0.0,1,12.5,48.0,30,62.5,30,62.5,0,0.0,5,10.4
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2010,10.0,4,40.0,4,40.0,0,0.0,3,30.0,37.0,26,70.3,26,70.3,0,0.0,6,16.2
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2009,12.0,9,75.0,9,75.0,0,0.0,1,8.3,37.0,29,78.4,28,75.7,0,0.0,3,8.1
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2008,11.0,7,63.6,7,63.6,0,0.0,1,9.1,36.0,25,69.4,25,69.4,0,0.0,4,11.1
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2007,10.0,4,40.0,3,30.0,0,0.0,1,10.0,35.0,26,74.3,26,74.3,0,0.0,2,5.7
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2006,11.0,5,45.5,3,27.3,0,0.0,0,0.0,30.0,23,76.7,23,76.7,0,0.0,1,3.3
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2005,2.0,s,s,s,s,s,s,s,s,29.0,s,s,s,s,s,s,s,s
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2004,6.0,2,33.3,0,0.0,0,0.0,0,0.0,24.0,23,95.8,0,0.0,0,0.0,0,0.0
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2003,8.0,2,25.0,0,0.0,0,0.0,0,0.0,18.0,13,72.2,0,0.0,0,0.0,0,0.0
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2002,7.0,3,42.9,0,0.0,0,0.0,1,14.3,34.0,21,61.8,0,0.0,0,0.0,1,2.9
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,2001,7.0,2,28.6,0,0.0,0,0.0,0,0.0,25.0,15,60.0,0,0.0,0,0.0,1,4.0
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2007,2.0,s,s,s,s,s,s,s,s,5.0,s,s,s,s,s,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2006,1.0,s,s,s,s,s,s,s,s,2.0,s,s,s,s,s,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2005,4.0,s,s,s,s,s,s,s,s,1.0,s,s,s,s,s,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2010,1.0,s,s,s,s,s,s,s,s,,,,,,,,,
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2017,33.0,10,30.3,9,27.3,0,0.0,5,15.2,44.0,17,38.6,17,38.6,0,0.0,8,18.2
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2016,41.0,12,29.3,8,19.5,0,0.0,6,14.6,64.0,16,25.0,16,25.0,0,0.0,11,17.2
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2015,46.0,6,13.0,2,4.3,0,0.0,21,45.7,55.0,9,16.4,8,14.5,0,0.0,22,40.0
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2014,30.0,3,10.0,2,6.7,0,0.0,11,36.7,46.0,8,17.4,8,17.4,0,0.0,10,21.7
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2013,20.0,7,35.0,2,10.0,0,0.0,6,30.0,22.0,10,45.5,10,45.5,0,0.0,7,31.8
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,2012,33.0,4,12.1,1,3.0,0,0.0,18,54.5,20.0,5,25.0,5,25.0,0,0.0,7,35.0
